sid,dropout,male,race_num,math_ss,read_ss,scale_score_11_math,scale_score_11_read,gifted,ever_alternative,iep,pct_days_absent,gpa,frpl,ell
61480,0,0.0,0,-1.0,-1.0,18.0,19.0,0,1,0,17.78961,2.6041501,-1.0,0
61481,0,1.0,0,62.0,80.0,25.0,29.0,0,0,0,8.2092352,3.3934998999999997,0.0,0
61483,0,1.0,0,41.0,56.0,-1.0,-1.0,0,0,0,10.561024,1.423,1.0,0
61484,1,0.0,4,-1.0,-1.0,-1.0,-1.0,0,1,0,6.2961373,0.92873335,1.0,1
61487,0,0.0,0,52.0,70.0,27.0,23.0,0,0,0,2.8225806,3.8441199999999998,0.0,0
61490,0,0.0,0,-1.0,-1.0,15.0,22.0,0,0,0,0.91654241,3.5,0.0,0
61491,0,1.0,0,-1.0,-1.0,33.0,27.0,0,0,0,2.0844061000000003,4.0,0.0,0
61492,0,1.0,0,37.0,42.0,15.0,18.0,1,0,0,7.497159,2.8855,1.0,0
61501,0,0.0,0,25.0,49.0,15.0,21.0,0,0,0,22.238937,2.2520001,1.0,0
61504,0,1.0,0,0.0,23.0,14.0,14.0,0,0,1,19.331537,2.0848,1.0,0
61505,0,0.0,0,24.0,25.0,15.0,8.0,0,0,0,1.2204611,2.4793949,1.0,0
61506,0,0.0,0,80.0,177.0,29.0,27.0,1,0,0,1.6575145,3.898,0.0,0
61508,0,1.0,0,0.0,-1.0,13.0,14.0,0,1,1,3.5555556000000004,2.5335,0.0,0
61509,0,0.0,0,-1.0,-1.0,16.0,12.0,0,1,0,7.206349400000001,1.9814999,1.0,0
61512,0,1.0,0,41.0,64.0,15.0,18.0,0,1,0,8.924357400000002,2.8150501,1.0,0
61517,0,1.0,0,65.0,57.0,24.0,30.0,1,0,0,4.625185500000001,3.181,1.0,0
61518,0,1.0,0,0.0,0.0,-1.0,-1.0,0,0,1,11.666667,3.302,1.0,0
61519,1,0.0,0,29.0,49.0,15.0,21.0,0,1,0,18.842222,1.7299,1.0,0
61520,0,1.0,0,-1.0,-1.0,17.0,15.0,0,0,0,2.5924857000000006,1.683,0.0,0
61521,0,1.0,0,39.0,50.0,17.0,20.0,0,0,0,7.611033,3.0005,0.0,0
61524,0,1.0,0,-1.0,-1.0,15.0,12.0,0,0,1,2.74,3.2307501,0.0,0
61526,0,1.0,-1,32.0,37.0,15.0,14.0,0,1,0,0.0,2.1324999,1.0,0
61533,0,1.0,0,-1.0,-1.0,23.0,31.0,1,0,0,0.58444023,2.9951,0.0,0
61534,0,0.0,0,52.0,53.0,18.0,22.0,0,0,0,9.7984295,2.91975,1.0,0
61541,1,0.0,0,27.0,41.0,15.0,12.0,0,1,0,17.901170999999998,2.83745,1.0,0
61542,1,1.0,1,0.0,-1.0,-1.0,-1.0,0,1,0,14.672020999999999,1.5591999,1.0,0
61543,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,7.0368729000000005,2.3585,1.0,0
61547,0,0.0,0,19.0,24.0,16.0,14.0,0,0,0,12.707166,2.0566502,1.0,0
61548,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,1.3385714,3.5095,0.0,0
61550,1,1.0,0,8.0,29.0,-1.0,-1.0,0,0,0,16.414814,2.1462998,1.0,0
61551,0,1.0,0,62.0,72.0,25.0,27.0,1,0,0,1.1146132,3.8748998999999995,0.0,0
61555,0,0.0,0,61.0,73.0,17.0,26.0,1,0,0,2.2204142000000004,3.1719999,0.0,0
61558,0,0.0,0,3.0,21.0,10.0,15.0,0,0,1,5.9856529,3.0999999,1.0,0
61562,0,0.0,0,31.0,46.0,20.0,19.0,0,0,0,4.4404068,3.6292,1.0,0
61563,0,0.0,0,61.0,80.0,25.0,30.0,1,0,0,7.1731601,3.7609998999999994,1.0,0
61564,1,0.0,0,35.0,46.0,14.0,19.0,1,0,0,23.994186,2.8831999,1.0,0
61567,0,1.0,0,30.0,29.0,16.0,18.0,0,1,0,2.2309899,3.4000001,1.0,0
61568,0,0.0,0,66.0,75.0,26.0,14.0,0,0,0,0.79446059,4.0,0.0,0
61569,0,0.0,0,-1.0,-1.0,15.0,12.0,0,0,0,9.862915,2.88889,0.0,0
61570,0,0.0,0,42.0,55.0,18.0,15.0,0,0,0,17.707174,3.1905,1.0,0
61572,1,1.0,1,18.0,26.0,-1.0,-1.0,0,1,0,6.2216749,1.105,1.0,0
61573,0,0.0,0,18.0,73.0,17.0,16.0,0,1,0,8.4770403,3.0718799,1.0,0
61574,0,1.0,0,72.0,55.0,25.0,24.0,0,0,0,1.2278665000000002,2.7636499,1.0,0
61575,0,1.0,0,50.0,51.0,23.0,15.0,0,0,0,2.1314285,2.2849002,1.0,0
61577,0,0.0,0,38.0,42.0,19.0,22.0,0,0,0,0.0,2.97,1.0,0
61578,0,1.0,0,47.0,56.0,20.0,21.0,0,0,0,9.4918919,2.4741702,1.0,0
61579,0,0.0,0,-1.0,-1.0,16.0,23.0,0,1,0,16.930555,1.78725,1.0,0
61582,0,1.0,0,58.0,51.0,28.0,33.0,1,0,0,1.4204545,3.4815001000000003,0.0,0
61583,0,0.0,0,60.0,45.0,20.0,19.0,1,1,0,4.5112109,2.4759998,1.0,0
61585,1,1.0,0,11.0,21.0,-1.0,-1.0,0,1,0,45.0,1.0,1.0,0
61586,0,0.0,0,49.0,80.0,22.0,23.0,1,0,0,1.7838984,3.760385,1.0,0
61587,1,0.0,0,22.0,42.0,-1.0,-1.0,0,0,0,25.106384,0.74070001,1.0,0
61589,1,0.0,0,24.0,13.0,-1.0,-1.0,0,1,0,8.267716400000001,1.4509999999999998,1.0,0
61591,1,0.0,0,74.0,64.0,-1.0,-1.0,1,1,0,27.73913,2.1999998,0.0,0
61594,0,1.0,0,0.0,-1.0,13.0,12.0,0,0,0,10.637143,1.8166667,1.0,0
61601,0,1.0,0,44.0,57.0,16.0,27.0,0,0,0,3.4392385,2.904125,1.0,0
61602,0,0.0,0,58.0,65.0,24.0,27.0,1,0,0,0.44571427,3.7392502,0.0,0
61603,0,1.0,0,30.0,57.0,19.0,19.0,0,0,0,1.0909091,3.5613124,0.0,0
61604,0,0.0,0,80.0,55.0,19.0,23.0,1,0,0,6.1191487,2.352,0.0,0
61605,0,0.0,1,27.0,35.0,15.0,15.0,0,0,0,8.3938112,2.0439,0.0,0
61607,0,1.0,0,5.0,32.0,15.0,15.0,0,0,0,15.243901999999999,2.1429999,0.0,0
61610,0,0.0,0,8.0,28.0,15.0,15.0,0,0,0,6.579689999999999,2.9555001,1.0,0
61611,0,1.0,0,43.0,58.0,18.0,21.0,0,0,0,0.7157895000000001,2.4614999,0.0,0
61613,0,1.0,0,70.0,57.0,32.0,27.0,1,0,0,3.3580601000000003,3.8022498999999996,0.0,0
61617,0,0.0,0,45.0,52.0,16.0,20.0,0,0,0,7.7005348,3.7919998,1.0,0
61628,0,0.0,1,33.0,43.0,16.0,19.0,0,1,0,16.990492,2.0295,0.0,0
61631,0,0.0,0,-1.0,-1.0,21.0,23.0,0,1,0,4.9945797999999995,3.6558498999999998,1.0,0
61632,0,0.0,0,47.0,64.0,16.0,21.0,1,0,0,2.1059322,2.8540001,0.0,0
61634,0,0.0,0,-1.0,-1.0,16.0,22.0,0,0,0,5.2325249000000005,2.5023499,0.0,0
61636,0,1.0,0,41.0,74.0,16.0,27.0,0,0,0,7.618310000000001,1.7079999,0.0,0
61637,0,0.0,0,57.0,69.0,18.0,21.0,0,0,0,8.9808254,3.5389999999999997,1.0,0
61638,1,0.0,0,44.0,43.0,-1.0,-1.0,0,0,0,12.5,2.7157001,0.0,0
61640,0,0.0,0,52.0,55.0,26.0,23.0,0,1,0,2.7964861,3.9650002,1.0,0
61644,0,1.0,0,38.0,35.0,16.0,14.0,0,1,0,26.689165000000003,2.3830001,1.0,0
61647,0,0.0,0,20.0,37.0,-1.0,-1.0,0,1,0,2.6947674999999998,2.043,1.0,0
61650,0,0.0,0,37.0,50.0,28.0,34.0,0,0,0,0.88857138,3.4161,0.0,0
61654,0,0.0,0,41.0,47.0,15.0,22.0,0,0,0,4.8478580000000004,3.4971652,1.0,0
61655,1,1.0,0,33.0,51.0,18.0,16.0,0,0,0,8.433717699999999,2.8699999,1.0,0
61657,0,0.0,1,47.0,63.0,15.0,23.0,1,0,0,3.0782361000000003,3.0978,0.0,0
61658,0,0.0,1,47.0,45.0,22.0,19.0,0,0,0,6.9242859,3.4878998,0.0,0
61661,0,1.0,0,38.0,36.0,24.0,15.0,0,0,0,7.3837209,2.2449999,0.0,0
61662,0,0.0,0,34.0,36.0,16.0,17.0,0,0,0,4.519774,2.9844999,0.0,0
61666,0,1.0,0,68.0,55.0,23.0,28.0,1,1,0,8.0816021,2.0803552,1.0,0
61667,0,1.0,0,39.0,40.0,17.0,19.0,0,1,0,14.318014000000002,1.6803751,1.0,0
61672,0,0.0,0,53.0,80.0,22.0,15.0,0,1,0,5.1977401,3.5220001000000005,0.0,0
61674,0,0.0,1,50.0,52.0,21.0,26.0,1,0,0,1.6490728,2.9168799,1.0,0
61676,0,1.0,0,-1.0,-1.0,16.0,19.0,0,1,0,8.9136,2.6227498,1.0,0
61677,0,1.0,0,80.0,66.0,26.0,27.0,1,1,0,5.1082621,3.3635349000000003,0.0,0
61680,0,1.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,0.0,0
61681,0,1.0,0,5.0,0.0,14.0,15.0,0,0,0,1.1638416999999999,2.9517498,1.0,0
61682,0,0.0,0,56.0,63.0,20.0,20.0,0,0,0,4.0241823,3.2905002,0.0,0
61683,0,1.0,0,53.0,37.0,17.0,24.0,0,0,0,3.6633093,3.26,1.0,0
61688,0,0.0,0,36.0,45.0,15.0,16.0,0,0,0,7.736151700000001,2.5664999,1.0,0
61689,0,0.0,0,19.0,42.0,-1.0,-1.0,0,1,0,34.369465000000005,2.2439401,1.0,0
61690,0,1.0,0,32.0,39.0,16.0,13.0,0,0,0,2.378531,2.2691998,0.0,0
61691,0,1.0,2,-1.0,-1.0,-1.0,-1.0,0,0,0,15.229345,2.875,0.0,0
61693,0,1.0,0,49.0,48.0,19.0,25.0,0,1,0,2.2023634999999997,3.4640551,1.0,0
61694,0,0.0,0,41.0,41.0,15.0,18.0,0,0,0,12.139072,2.125,1.0,0
61696,0,1.0,0,32.0,47.0,16.0,20.0,0,0,0,2.9999998,1.8535,1.0,0
61697,0,1.0,0,55.0,53.0,27.0,28.0,0,0,0,1.7311522000000001,2.9549999,1.0,0
61702,0,1.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0
61703,0,0.0,0,68.0,52.0,18.0,18.0,0,0,0,9.110626199999999,2.4745002,1.0,0
61704,0,0.0,0,49.0,64.0,18.0,18.0,1,0,0,3.580925,3.4225001000000006,1.0,0
61705,0,1.0,0,74.0,75.0,28.0,32.0,1,0,0,2.4682081,4.0,1.0,0
61706,0,0.0,0,18.0,28.0,15.0,13.0,0,0,1,2.0502152,2.6749148,0.0,0
61707,0,1.0,0,19.0,28.0,15.0,12.0,0,1,0,9.9320984,1.6324999,1.0,0
61708,0,1.0,3,19.0,43.0,15.0,17.0,0,0,1,3.6965318,3.7595348,0.0,0
61710,1,0.0,0,70.0,52.0,-1.0,-1.0,0,0,0,4.5373491999999995,1.5530000000000002,1.0,0
61711,0,1.0,0,37.0,47.0,18.0,19.0,0,0,0,6.8644795,2.23335,0.0,0
61712,1,0.0,0,-1.0,13.0,-1.0,-1.0,0,1,0,0.0,-1.0,1.0,0
61713,0,1.0,0,38.0,62.0,27.0,20.0,1,0,0,1.2407932,3.3400002,0.0,0
61715,0,0.0,0,68.0,69.0,16.0,14.0,1,1,0,7.6265917000000005,2.82095,0.0,0
61716,0,1.0,3,30.0,43.0,17.0,20.0,0,0,0,3.5128572,3.6942332,1.0,0
61719,0,1.0,0,27.0,28.0,17.0,18.0,0,1,1,5.8027396,3.303,1.0,0
61721,0,0.0,0,39.0,54.0,20.0,14.0,0,1,0,14.835479000000001,2.1623502,1.0,0
61722,0,1.0,0,58.0,59.0,18.0,13.0,0,1,0,8.971428900000001,2.89505,1.0,0
61725,0,0.0,0,25.0,39.0,17.0,15.0,0,0,0,7.4513788,2.8765001,0.0,0
61726,0,0.0,0,-1.0,-1.0,25.0,23.0,0,0,0,1.7881354999999999,2.415,0.0,0
61730,1,0.0,0,55.0,62.0,20.0,19.0,0,0,0,4.009985899999999,2.9078498,0.0,0
61732,0,0.0,0,50.0,49.0,18.0,23.0,0,1,0,4.924964,4.0,1.0,0
61733,0,1.0,0,65.0,28.0,25.0,21.0,0,0,0,4.550365,3.4260001000000004,1.0,0
61734,1,1.0,1,-1.0,-1.0,14.0,12.0,0,0,1,6.222222299999999,3.1538501,0.0,0
61735,0,0.0,0,37.0,61.0,15.0,13.0,0,0,0,16.520526999999998,1.403,1.0,0
61736,1,1.0,0,-1.0,23.0,12.0,13.0,0,1,0,15.6576,1.3571,1.0,0
61738,0,0.0,1,41.0,56.0,18.0,22.0,0,0,0,12.55,2.24265,1.0,0
61739,0,0.0,0,-1.0,-1.0,23.0,27.0,0,0,0,3.982857,3.2621999,0.0,0
61740,0,0.0,0,-1.0,41.0,-1.0,-1.0,0,0,0,15.792207999999999,2.1440001,1.0,0
61744,0,0.0,0,48.0,47.0,19.0,21.0,0,1,0,18.114803,3.2137499,1.0,0
61748,1,0.0,2,-1.0,-1.0,-1.0,-1.0,0,0,0,5.9924102,3.23,-1.0,0
61749,0,1.0,0,-1.0,-1.0,17.0,18.0,0,0,0,20.38372,2.5999999,1.0,0
61753,0,0.0,1,27.0,35.0,16.0,21.0,0,0,0,4.8110013,2.9819999,1.0,0
61754,1,0.0,0,17.0,40.0,16.0,13.0,0,0,0,0.0,2.79,0.0,0
61755,0,1.0,0,-1.0,-1.0,20.0,19.0,0,0,1,19.031029,2.52,0.0,0
61756,1,1.0,0,27.0,38.0,-1.0,-1.0,0,0,0,6.5183587,1.1520000000000001,1.0,0
61757,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,29.167240000000003,1.18925,1.0,0
61758,1,0.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,23.75,1.0705200000000001,1.0,0
61759,0,0.0,2,-1.0,20.0,19.0,18.0,0,0,0,10.275912,3.25825,1.0,0
61760,0,0.0,0,44.0,33.0,19.0,23.0,0,1,0,13.090909,3.5510001000000004,1.0,0
61762,0,0.0,0,-1.0,-1.0,14.0,13.0,0,0,0,10.470238,2.592,1.0,0
61770,0,0.0,0,58.0,44.0,19.0,25.0,0,0,0,3.2141802000000004,2.75175,0.0,0
61774,0,1.0,0,30.0,54.0,18.0,20.0,0,0,0,5.7030568,3.2849998,1.0,0
61778,0,1.0,0,56.0,75.0,20.0,19.0,1,1,0,1.3443162,3.3731,1.0,0
61779,0,1.0,0,75.0,59.0,24.0,21.0,1,1,0,2.8863635,3.0920501,1.0,0
61782,0,1.0,0,28.0,38.0,16.0,16.0,0,0,0,0.0,2.6227899,1.0,0
61787,0,1.0,0,62.0,45.0,13.0,15.0,0,0,0,12.234795,1.75,1.0,0
61788,0,1.0,3,48.0,59.0,16.0,15.0,0,0,0,5.0259743,3.0009999,1.0,0
61789,0,0.0,1,24.0,33.0,16.0,17.0,0,0,0,1.1776505,1.3750501,0.0,0
61792,0,1.0,0,18.0,14.0,14.0,15.0,0,0,1,4.4799542,2.1830001,0.0,0
61796,0,1.0,0,64.0,56.0,21.0,22.0,1,0,0,5.932857,2.8502951000000003,1.0,0
61798,0,1.0,1,52.0,44.0,14.0,13.0,0,1,1,14.468143,2.8673999,1.0,0
61801,0,0.0,0,37.0,49.0,15.0,14.0,0,0,1,3.6540146,2.9099998,1.0,0
61806,0,0.0,0,37.0,67.0,21.0,21.0,0,0,0,5.0856485000000005,3.5310001000000004,1.0,0
61807,0,1.0,0,68.0,60.0,22.0,20.0,0,1,0,16.327744,3.31865,1.0,0
61810,0,1.0,0,28.0,33.0,24.0,21.0,0,0,1,4.2774567999999995,2.6525002,1.0,0
61811,0,0.0,0,67.0,61.0,25.0,30.0,1,0,0,2.7456396,3.6125,0.0,0
61813,0,1.0,1,-1.0,0.0,13.0,12.0,0,1,0,17.381264,1.6109999,1.0,0
61815,0,1.0,0,46.0,29.0,17.0,20.0,0,1,0,0.33967793,2.25,0.0,0
61816,1,1.0,0,75.0,67.0,26.0,30.0,0,1,0,9.110626199999999,2.4414999,1.0,0
61818,0,1.0,0,36.0,42.0,16.0,21.0,0,0,0,1.2771428999999999,2.9219999,0.0,0
61822,0,1.0,1,55.0,46.0,17.0,19.0,1,0,0,4.713166200000001,2.3379998,1.0,0
61825,0,0.0,0,77.0,64.0,26.0,24.0,1,0,0,6.0702543,3.8295,1.0,0
61827,1,1.0,0,-1.0,-1.0,-1.0,-1.0,1,0,0,7.584761599999999,3.21,0.0,0
61829,0,0.0,0,33.0,37.0,14.0,15.0,0,1,0,6.650974300000001,2.596,1.0,0
61835,0,1.0,0,52.0,39.0,16.0,21.0,1,0,0,2.7706821,1.8610001,0.0,0
61838,0,0.0,0,41.0,80.0,14.0,13.0,0,0,0,6.606534,2.3705001,0.0,0
61839,0,0.0,0,61.0,68.0,17.0,22.0,0,0,0,2.2316546,3.5964998999999995,0.0,0
61840,0,1.0,0,-1.0,-1.0,15.0,19.0,0,0,0,11.476923,2.8374166,1.0,0
61841,0,1.0,0,-1.0,-1.0,16.0,13.0,0,0,0,3.2196534,2.4331,1.0,0
61843,0,1.0,0,13.0,35.0,13.0,13.0,0,1,0,13.071428,2.1624999,1.0,0
61844,0,0.0,0,-1.0,-1.0,15.0,19.0,0,0,0,12.562177,1.850155,1.0,0
61845,0,1.0,0,50.0,19.0,14.0,19.0,0,0,0,25.243166,2.2691002,1.0,0
61846,0,0.0,0,49.0,52.0,16.0,23.0,0,0,0,6.5240874,2.98684,1.0,0
61848,0,1.0,0,38.0,48.0,14.0,18.0,0,1,0,9.5903273,2.1921549,1.0,0
61849,0,1.0,0,38.0,39.0,16.0,17.0,0,0,0,11.494752,2.1178,1.0,0
61854,0,0.0,0,-1.0,-1.0,21.0,25.0,0,0,0,4.5500703,3.6670001000000005,0.0,0
61856,0,1.0,0,-1.0,-1.0,23.0,19.0,0,0,0,0.91040462,3.75,0.0,0
61858,0,1.0,0,37.0,57.0,16.0,10.0,0,0,0,8.2611828,1.57625,0.0,0
61863,0,1.0,0,-1.0,-1.0,25.0,24.0,0,0,0,5.7521362,2.8687501,0.0,0
61866,0,1.0,0,59.0,49.0,21.0,18.0,1,0,0,5.5447974,1.8515,1.0,0
61867,0,0.0,1,22.0,51.0,15.0,15.0,0,0,0,6.258348000000001,2.188,1.0,0
61868,0,0.0,0,44.0,51.0,17.0,22.0,0,0,0,1.8935859,2.948,0.0,0
61869,0,0.0,1,51.0,69.0,22.0,24.0,0,1,0,6.878963000000001,3.5650001000000002,1.0,0
61871,1,1.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,54.021857999999995,0.375,1.0,0
61878,0,1.0,1,0.0,-1.0,18.0,19.0,0,0,1,1.7328571,2.9000001,1.0,0
61883,0,0.0,0,25.0,45.0,18.0,17.0,0,0,0,6.3072462,3.658,1.0,0
61885,0,0.0,1,-1.0,-1.0,19.0,23.0,0,1,0,10.100719,2.4386401,1.0,0
61886,1,0.0,0,0.0,-1.0,-1.0,-1.0,0,0,1,8.340395,1.3502949,1.0,0
61890,1,0.0,1,28.0,53.0,-1.0,-1.0,0,0,0,4.3537803,3.07865,1.0,0
61891,0,0.0,0,39.0,55.0,18.0,12.0,0,0,0,4.0260491,3.5780001000000006,1.0,0
61892,1,1.0,0,48.0,59.0,16.0,20.0,1,1,0,11.925073,3.0149999,1.0,0
61893,0,0.0,0,52.0,64.0,19.0,20.0,0,0,0,8.5229225,3.3400002,1.0,0
61895,0,1.0,0,21.0,51.0,16.0,17.0,0,0,0,5.1424375,1.8325,1.0,0
61896,0,0.0,0,50.0,64.0,18.0,21.0,0,0,0,6.8737302,3.0830002,1.0,0
61897,0,1.0,0,80.0,80.0,32.0,34.0,1,0,0,10.960114,2.9499998,1.0,0
61898,1,0.0,1,-1.0,39.0,-1.0,-1.0,0,1,0,38.05666,1.3200001000000001,1.0,0
61899,0,1.0,0,34.0,41.0,17.0,15.0,0,0,1,4.1119184,3.1185,1.0,0
61900,0,0.0,0,-1.0,-1.0,15.0,12.0,0,0,0,16.244253,2.1919999,1.0,0
61906,0,1.0,0,7.0,2.0,16.0,13.0,0,1,1,2.1625183,3.2145,1.0,0
61907,0,1.0,0,32.0,46.0,16.0,18.0,0,0,0,7.472809799999999,3.2550001,1.0,0
61911,0,1.0,0,0.0,-1.0,13.0,14.0,0,1,1,8.579251300000001,1.1944,1.0,0
61912,0,0.0,0,52.0,47.0,19.0,21.0,0,0,0,4.5304108,2.6242499,1.0,0
61913,0,0.0,0,72.0,61.0,20.0,26.0,1,0,0,2.6414285,2.8299999,0.0,0
61914,1,1.0,0,22.0,50.0,-1.0,-1.0,0,1,0,6.4421053,0.91677999,1.0,0
61915,0,0.0,0,62.0,58.0,21.0,27.0,0,0,0,6.0296607,3.7330875,0.0,0
61918,1,1.0,0,27.0,38.0,21.0,17.0,0,1,0,15.357945,1.7215,1.0,0
61922,0,1.0,0,5.0,19.0,17.0,19.0,0,0,0,4.0433525999999995,2.5999999,0.0,0
61923,0,0.0,0,75.0,56.0,19.0,29.0,1,0,0,8.3082285,3.4223498999999995,0.0,0
61925,0,0.0,1,-1.0,-1.0,23.0,22.0,0,0,0,0.17391305,3.9610000000000003,0.0,0
61927,0,1.0,2,32.0,37.0,16.0,23.0,0,0,0,5.0194507,2.8385,1.0,0
61928,0,1.0,0,80.0,70.0,28.0,33.0,1,0,0,5.7438493,3.9000001,1.0,0
61929,0,1.0,0,16.0,38.0,14.0,14.0,0,1,0,7.1745353000000005,2.6500001,1.0,0
61931,0,1.0,0,16.0,27.0,-1.0,-1.0,0,1,0,8.1797428,2.1670749,1.0,0
61932,0,0.0,0,14.0,49.0,15.0,15.0,0,0,0,11.642700999999999,1.7895,1.0,0
61934,0,0.0,0,5.0,43.0,17.0,21.0,0,0,0,9.868811599999999,2.142,1.0,0
61937,0,1.0,1,33.0,61.0,17.0,14.0,0,0,0,3.9699142,2.625,0.0,0
61939,0,1.0,0,3.0,23.0,-1.0,-1.0,0,0,1,9.3850746,1.475,1.0,0
61940,0,0.0,0,51.0,55.0,16.0,26.0,0,0,0,0.05483405,3.8055,0.0,0
61941,0,0.0,0,37.0,45.0,16.0,13.0,0,0,0,6.675912400000001,2.089515,1.0,0
61942,0,1.0,0,80.0,70.0,32.0,34.0,0,0,0,2.4418604,3.944,1.0,0
61947,0,0.0,0,48.0,73.0,-1.0,-1.0,1,0,0,10.592814,2.4460001,1.0,0
61948,0,1.0,0,80.0,80.0,32.0,32.0,0,0,0,4.7457385,3.8395,0.0,0
61951,0,1.0,0,64.0,70.0,25.0,20.0,0,1,0,1.2048193,3.6529998999999997,0.0,0
61954,0,1.0,0,46.0,45.0,16.0,21.0,0,0,0,1.7666194,1.51605,0.0,0
61955,0,0.0,0,26.0,37.0,15.0,19.0,0,0,0,3.5734663,3.3299,1.0,0
61957,0,1.0,0,27.0,55.0,18.0,21.0,1,0,0,6.168375,2.1876249,1.0,0
61959,1,1.0,0,0.0,-1.0,-1.0,-1.0,0,0,1,7.2357144,2.0439998999999998,1.0,0
61960,0,1.0,0,45.0,48.0,17.0,19.0,0,1,0,2.2630522,3.4610000000000003,1.0,0
61963,0,1.0,0,-1.0,-1.0,16.0,7.0,0,0,0,0.08695652,1.4084001,1.0,1
61965,0,1.0,0,18.0,52.0,16.0,13.0,0,0,1,3.5670104,3.1305001,0.0,0
61968,0,1.0,0,80.0,80.0,26.0,36.0,1,0,0,10.994872,3.9844998999999994,1.0,0
61969,1,0.0,1,-1.0,-1.0,-1.0,-1.0,0,0,0,0.78342748,3.24,1.0,0
61978,0,1.0,0,39.0,26.0,16.0,28.0,0,0,0,3.9913294,1.8920751,1.0,0
61981,1,1.0,0,-1.0,30.0,-1.0,-1.0,0,0,0,4.3599997,0.94400001,1.0,0
61982,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,1.0,0
61983,0,0.0,2,52.0,60.0,-1.0,-1.0,0,0,0,3.3381087999999997,3.6408199999999997,0.0,0
61985,0,1.0,2,77.0,64.0,25.0,20.0,1,0,0,3.7322946000000004,3.5456834,0.0,1
61986,0,0.0,0,4.0,30.0,13.0,15.0,0,0,0,15.728260999999998,2.6496501,1.0,0
61988,0,0.0,0,72.0,80.0,31.0,34.0,1,0,0,3.1180654,3.895,0.0,0
61989,0,0.0,0,80.0,80.0,29.0,27.0,0,0,0,5.7521863,3.9425001,1.0,0
61994,0,1.0,0,18.0,51.0,15.0,22.0,0,0,0,4.4398828,2.368835,0.0,0
61995,0,0.0,1,29.0,48.0,18.0,19.0,0,1,0,6.233871,2.03455,0.0,0
61996,0,1.0,0,31.0,36.0,14.0,12.0,0,0,1,25.057804,1.88,1.0,0
61997,0,1.0,0,0.0,-1.0,17.0,14.0,0,0,0,1.1361032,2.7480001,1.0,0
61998,0,0.0,0,70.0,48.0,30.0,32.0,1,0,0,1.1571428999999998,3.9270501,0.0,0
62000,0,0.0,0,49.0,50.0,20.0,17.0,0,0,0,6.8616261,2.76,1.0,0
62001,1,0.0,0,0.0,-1.0,-1.0,-1.0,0,0,0,10.422288,2.5580001,1.0,0
62004,0,0.0,1,19.0,35.0,16.0,21.0,0,0,0,1.0444126,2.5829999,0.0,0
62007,0,0.0,0,59.0,37.0,21.0,19.0,0,0,0,11.997005,2.043,1.0,0
62008,0,0.0,0,52.0,61.0,-1.0,-1.0,0,0,0,5.855114,3.5622749,0.0,0
62010,1,0.0,0,41.0,42.0,15.0,20.0,1,0,0,18.873178,1.53425,1.0,0
62011,0,0.0,0,77.0,64.0,26.0,24.0,1,0,0,2.4947839,3.9735,0.0,0
62012,0,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,4.5963173,3.4860001000000005,0.0,0
62013,1,1.0,0,31.0,29.0,15.0,15.0,0,1,0,8.09375,2.6227498,1.0,0
62014,0,0.0,0,31.0,51.0,15.0,16.0,0,0,0,41.021736,2.1212732999999995,1.0,0
62015,0,1.0,0,44.0,39.0,20.0,17.0,0,0,0,4.293696400000001,2.2555001,0.0,0
62020,0,0.0,0,41.0,55.0,17.0,17.0,0,0,0,21.226055,3.1189999999999998,1.0,0
62022,0,0.0,0,32.0,36.0,22.0,18.0,0,1,0,16.951185,2.9230001,1.0,0
62023,0,0.0,0,70.0,58.0,25.0,27.0,1,0,0,3.5324485,3.93875,0.0,0
62024,0,1.0,0,-1.0,-1.0,16.0,9.0,0,1,0,9.1836329,3.0739999,1.0,0
62025,0,0.0,0,51.0,53.0,17.0,20.0,0,0,0,6.7323742,2.80651,1.0,0
62026,0,0.0,0,42.0,62.0,24.0,21.0,0,0,0,3.1758621,3.8810000000000002,0.0,0
62029,1,1.0,0,18.0,33.0,-1.0,-1.0,0,0,0,11.718349,0.53830665,1.0,0
62031,0,1.0,1,12.0,8.0,14.0,13.0,0,1,1,9.272514300000001,2.5799999,1.0,0
62032,0,1.0,0,42.0,41.0,16.0,17.0,0,0,0,17.205881,1.4795001,1.0,0
62033,0,0.0,1,-1.0,-1.0,27.0,34.0,0,0,0,1.5,4.0,0.0,0
62034,0,0.0,0,18.0,62.0,16.0,13.0,0,0,1,2.3882522999999996,2.7674999,1.0,0
62035,0,1.0,0,-1.0,-1.0,16.0,12.0,0,0,0,1.6583941000000002,2.9580002,1.0,0
62036,0,1.0,0,56.0,49.0,29.0,34.0,0,0,0,4.2062588,3.155,1.0,0
