sid,Urbanicity_City: Large,Urbanicity_City: Small,Urbanicity_Rural: Distant,Urbanicity_Rural: Fringe,Urbanicity_Rural: Remote,Urbanicity_Suburb: Large,Urbanicity_Suburb: Mid-size,Urbanicity_Suburb: Small,Urbanicity_Town: Distant,Urbanicity_Town: Fringe,Urbanicity_Town: Remote,dropout,urbanicity
50144,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50147,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
50148,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50149,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50151,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50152,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50153,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50155,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50156,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50157,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50158,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50161,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50162,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50164,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50165,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50173,0,1,0,0,0,0,0,0,0,0,0,1.0,City: Small
50175,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50177,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50178,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50179,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50180,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50182,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50183,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50185,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50190,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50193,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50194,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50197,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50198,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50203,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50205,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50206,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50208,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50212,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50214,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50219,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50220,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50225,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50231,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50233,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50234,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50236,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50238,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50243,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50246,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50250,0,0,0,0,0,0,0,0,0,0,0,0.0,
50252,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50254,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50256,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50262,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50263,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50264,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50266,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50271,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50272,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50273,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50274,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50275,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50278,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50280,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50281,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50282,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
50283,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50286,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50289,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50290,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50292,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50293,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50295,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50296,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50298,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50302,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50303,0,0,0,0,0,0,0,1,0,0,0,1.0,Suburb: Small
50306,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50309,0,0,0,0,0,0,0,0,0,0,0,0.0,
50310,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50311,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50312,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50313,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50316,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50317,0,0,0,0,0,0,0,0,0,0,0,0.0,
50318,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50319,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50321,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50322,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50323,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50324,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50327,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50328,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50331,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50333,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50334,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50335,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50338,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50342,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50343,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50345,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50347,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50348,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50349,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50350,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50351,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50353,0,0,0,0,0,0,0,0,0,0,0,0.0,
50357,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50358,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50360,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50361,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50363,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50368,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50369,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50370,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50371,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50373,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50374,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50376,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50378,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50380,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50383,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50384,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50385,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50386,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50388,0,0,0,0,0,0,0,1,0,0,0,1.0,Suburb: Small
50389,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50391,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50392,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50394,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50396,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50398,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
50402,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50405,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50407,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50409,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50410,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50413,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50414,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50415,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50418,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
50419,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50423,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50424,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50425,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50429,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50430,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50433,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50434,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50435,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50437,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50443,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50446,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
50449,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
50450,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50452,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50453,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50456,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
50457,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50458,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50459,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50462,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50463,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50466,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50468,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50469,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50471,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50472,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50473,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50476,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50478,0,0,0,0,0,0,0,0,0,0,0,1.0,
50479,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50480,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50485,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50486,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50488,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50489,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50492,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50493,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50496,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50505,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50506,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50507,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50509,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50511,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50513,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50516,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50521,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50522,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50524,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50525,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50526,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50528,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50531,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50532,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50535,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50536,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50540,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50541,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50546,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50547,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50549,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50554,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50556,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50558,0,0,0,0,0,0,0,0,0,0,0,0.0,
50559,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50560,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50562,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50564,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50568,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50569,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50570,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50571,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50572,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50573,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50575,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50576,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50578,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50580,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50582,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50583,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50585,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
50586,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50587,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50588,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50592,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50594,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
50595,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50597,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50600,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50602,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50607,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50609,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50611,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50612,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50613,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50614,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50615,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50619,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50632,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50633,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50634,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50635,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50636,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
50638,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50640,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50644,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50648,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50651,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50652,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50654,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50657,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50660,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50661,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50662,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50666,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50669,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50670,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50671,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50672,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50675,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50678,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50679,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50682,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50683,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50685,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50686,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50687,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50693,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50696,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50699,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50701,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50702,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50704,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50711,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50714,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50715,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50721,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50722,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50723,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50724,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50729,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50735,0,1,0,0,0,0,0,0,0,0,0,1.0,City: Small
50736,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50740,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50741,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50742,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50743,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50744,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50745,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50747,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50748,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50750,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50756,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50758,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
50759,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50761,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50762,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
50763,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50765,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50767,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50769,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50770,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50771,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50774,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50777,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50782,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50783,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50785,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50786,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50789,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50790,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50791,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50795,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50802,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50803,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50804,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50805,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50806,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50807,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50808,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
50811,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50813,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50817,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50821,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50822,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50824,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50827,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50828,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50830,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50831,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50832,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50834,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50835,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50836,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50840,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50841,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50842,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50844,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50845,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50848,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50849,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50854,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
50855,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50859,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50860,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50864,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50865,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50866,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
50867,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50871,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
50875,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50878,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50879,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50881,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50882,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50884,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50886,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50887,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
50889,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50892,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50893,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50894,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50896,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50899,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
50900,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50903,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
50910,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50911,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50912,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50913,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50916,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50918,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
50920,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50924,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
50927,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50929,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50930,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
50935,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
50938,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50940,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
50941,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
50942,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
50944,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
