sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
11686,"Y",20090822,20091209,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11686,"Y",20080823,20081212,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11686,"Y",20100109,20100427,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11686,"Y",20090117,20090506,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11687,"N",,,"","","","","","","N",,,"",""
11690,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11690,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11691,"N",,,"","","","","","","N",,,"",""
11699,"Y",20100326,20100607,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
11699,"Y",20090912,20091122,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
11699,"Y",20100103,20100316,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
11702,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11702,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11705,"Y",20080823,20081218,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
11705,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
11705,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
11705,"Y",20090523,20090814,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","H","N",,2,"",""
11705,"Y",20090117,20090514,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
11707,"Y",20090110,20090505,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","L","N",,1,"",""
11710,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11710,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11710,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11710,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11733,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11733,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11735,"Y",20100109,20100503,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","H","N",,1,"",""
11735,"Y",20090829,20090915,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","W","N",,1,"",""
11740,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
11740,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
11741,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
11741,"Y",20100109,20100503,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
11743,"Y",20100116,20100512,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
11743,"Y",20090822,20091217,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
11744,"Y",20080823,20081218,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
11744,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,2,"",""
11744,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,2,"",""
11744,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,2,"",""
11744,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,2,"",""
11745,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11745,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11745,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11745,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11750,"N",,,"","","","","","","N",,,"",""
11751,"N",,,"","","","","","","N",,,"",""
11754,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11754,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11761,"Y",20090822,20091217,"500668-00","STATE UNIVERSITY - SOUTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11766,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
11778,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11778,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11778,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11778,"Y",20090117,20090514,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11798,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
11798,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
11798,"Y",20090606,20090730,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","H","N",,1,"",""
11798,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
11798,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
11802,"N",,,"","","","","","","N",,,"",""
11804,"Y",20090117,20090514,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
11807,"Y",20100109,20100503,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","L","N",,2,"",""
11807,"Y",20090606,20090730,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
11807,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
11807,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
11810,"Y",20090110,20090505,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11810,"Y",20090829,20091215,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11810,"Y",20090523,20090814,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","L","N",,1,"",""
11810,"Y",20080830,20081216,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11810,"Y",20100109,20100503,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11816,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11816,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11816,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11816,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11817,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11817,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11821,"N",,,"","","","","","","N",,,"",""
11827,"N",,,"","","","","","","N",,,"",""
11830,"N",,,"","","","","","","N",,,"",""
11832,"Y",20090118,20090513,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11832,"Y",20100117,20100511,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11832,"Y",20090822,20091216,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11832,"Y",20080823,20081217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11833,"Y",20100119,20100515,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11833,"Y",20090825,20091214,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11835,"Y",20100116,20100512,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","H","N",,1,"",""
11835,"Y",20090117,20090514,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
11835,"Y",20090822,20091217,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
11835,"Y",20090606,20090730,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","H","N",,1,"",""
11835,"Y",20080823,20081218,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
11838,"Y",20100105,20100503,"500668-00","STATE UNIVERSITY - SOUTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11838,"Y",20090818,20091215,"500668-00","STATE UNIVERSITY - SOUTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11852,"Y",20090829,20091118,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
11858,"N",,,"","","","","","","N",,,"",""
11859,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11859,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11860,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11860,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
11861,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
11861,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
11861,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
11861,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
11878,"Y",20090110,20090505,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
11878,"Y",20090829,20091215,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
11878,"Y",20090523,20090814,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
11878,"Y",20080830,20081216,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
11878,"Y",20100109,20100503,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
11881,"N",,,"","","","","","","N",,,"",""
11883,"N",,,"","","","","","","N",,,"",""
11886,"Y",20090829,20091215,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
11886,"Y",20100109,20100503,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
11898,"N",,,"","","","","","","N",,,"",""
11900,"Y",20100109,20100308,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","W","N",,1,"",""
11900,"Y",20080830,20081216,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
11900,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
11900,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
11905,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
11905,"Y",20100109,20100503,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
11907,"Y",20090110,20090505,"564728-00","E COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
11907,"Y",20080830,20081119,"564728-00","E COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
11911,"Y",20100119,20100511,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11911,"Y",20090818,20091209,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11921,"Y",20090829,20091215,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","H","N",,1,"",""
11921,"Y",20100109,20100503,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","L","N",,1,"",""
11931,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
11931,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
11934,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11934,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11934,"Y",20090117,20090514,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11934,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
11937,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
11937,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
11944,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11944,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
11948,"N",,,"","","","","","","N",,,"",""
11951,"N",,,"","","","","","","N",,,"",""
11954,"Y",20090523,20090615,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
11954,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
11954,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
11961,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11961,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
11970,"Y",20100109,20100323,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11970,"Y",20090919,20091209,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
11977,"Y",20100117,20100511,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,2,"",""
11977,"Y",20080819,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11977,"Y",20090113,20090506,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
11977,"Y",20090822,20091216,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,2,"",""
11983,"Y",20090822,20091216,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
11983,"Y",20100109,20100504,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
11987,"N",,,"","","","","","","N",,,"",""
11988,"N",,,"","","","","","","N",,,"",""
11990,"Y",20090117,20090514,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
11990,"Y",20080823,20081218,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
11992,"Y",20080830,20081216,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
11992,"Y",20100109,20100503,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
11992,"Y",20090110,20090505,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
11992,"Y",20090829,20091215,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
12001,"N",,,"","","","","","","N",,,"",""
12004,"Y",20100109,20100503,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
12004,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
12014,"N",,,"","","","","","","N",,,"",""
12019,"Y",20080819,20081210,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
12019,"Y",20100119,20100511,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
12019,"Y",20090818,20091209,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
12019,"Y",20090113,20090506,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
12026,"Y",20100109,20100503,"64270-00","COMMUNITY COLLEGE 200","FL","2-year","Public","F","N",,2,"",""
12026,"Y",20080825,20081209,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12026,"Y",20090829,20091215,"64270-00","COMMUNITY COLLEGE 200","FL","2-year","Public","F","N",,2,"",""
12026,"Y",20090110,20090505,"64270-00","COMMUNITY COLLEGE 200","FL","2-year","Public","F","N",,2,"",""
12031,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
12031,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
12031,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
12031,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
12043,"Y",20100109,20100503,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","F","N",,1,"",""
12043,"Y",20090829,20091215,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","F","N",,1,"",""
12045,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12045,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12045,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12045,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
12051,"Y",20100109,20100503,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","H","N",,1,"",""
12051,"Y",20090829,20091215,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
12052,"Y",20090818,20091215,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12052,"Y",20100105,20100503,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12056,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12058,"Y",20090829,20091003,"644448-00","A COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
12063,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12063,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12069,"Y",20090822,20091215,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12069,"Y",20100117,20100510,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12075,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12075,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12088,"Y",20100104,20100130,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","W","N",,1,"",""
12088,"Y",20090912,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
12092,"Y",20090701,20091231,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12092,"Y",20100101,20100615,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12102,"N",,,"","","","","","","N",,,"",""
12109,"Y",20100119,20100511,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12109,"Y",20090818,20091209,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
12121,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12121,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12124,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
12125,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","L","N",,1,"",""
12125,"Y",20080830,20081216,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","H","N",,1,"",""
12125,"Y",20100109,20100503,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","L","N",,1,"",""
12125,"Y",20090523,20090814,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","L","N",,1,"",""
12125,"Y",20090110,20090505,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","H","N",,1,"",""
12134,"N",,,"","","","","","","N",,,"",""
12139,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12139,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
12140,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12140,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
12142,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12142,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12142,"Y",20090606,20090730,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12142,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12142,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
12143,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,2,"",""
12143,"Y",20080819,20081210,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12143,"Y",20090113,20090506,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12143,"Y",20100117,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,2,"",""
12145,"Y",20080819,20081210,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12145,"Y",20090818,20091209,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12145,"Y",20100119,20100511,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12145,"Y",20090113,20090506,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12148,"Y",20100109,20100503,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,2,"",""
12148,"Y",20090822,20091217,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
12152,"Y",20090829,20091215,"938803-00","COMMUNITY COLLEGE C","TX","2-year","Public","H","N",,1,"",""
12154,"Y",20090110,20090505,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12154,"Y",20100109,20100503,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12154,"Y",20080524,20080815,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12154,"Y",20080830,20081216,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12154,"Y",20090829,20091215,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12154,"Y",20090523,20090814,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
12158,"Y",20090817,20090912,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
12166,"Y",20100114,20100511,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
12166,"Y",20090820,20091209,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
12166,"Y",20090115,20090513,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
12166,"Y",20080823,20081210,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
12166,"Y",20090604,20090729,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
12171,"N",,,"","","","","","","N",,,"",""
12172,"Y",20100109,20100503,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12172,"Y",20090829,20091215,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12172,"Y",20080830,20081216,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12172,"Y",20090110,20090505,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
12172,"Y",20090523,20090814,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12187,"Y",20090110,20090322,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
12188,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12188,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12188,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12188,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
12198,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
12198,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
12203,"N",,,"","","","","","","N",,,"",""
12204,"N",,,"","","","","","","N",,,"",""
12210,"Y",20080701,20081231,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
12210,"Y",20090101,20090615,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
