sid,school_year,grade_level,frpl,iep,ell,gifted,total_days_enrolled,total_days_absent,days_suspended_out_of_school
13123,2005,9,"N",0,0,0,286,4,0
13123,2006,10,"N",0,0,0,282,3,0
13123,2007,11,"N",0,0,0,283,23,0
13123,2008,12,"N",0,0,0,281,7,0
13124,2004,8,"N",0,0,0,281,19,0
13124,2005,9,"N",0,0,0,18,15,0
13125,2004,7,"F",0,0,0,285,7,0
13125,2005,8,"F",1,0,0,287,2,0
13125,2006,9,"F",1,0,0,282,7,0
13125,2007,10,"F",1,0,0,263,6,0
13125,2008,11,"F",1,0,0,281,3,0
13125,2009,12,"F",1,0,0,286,7,0
13126,2004,7,"N",0,0,0,286,8,0
13126,2005,8,"N",0,0,0,287,51,2
13126,2006,9,"N",0,0,0,281,22,0
13126,2007,10,"N",0,0,0,283,4,0
13126,2008,11,"N",0,0,0,281,6,0
13126,2009,12,"N",0,0,0,286,42,2
13127,2004,6,"N",0,0,0,1,7,0
13127,2005,7,"N",0,0,0,287,3,0
13127,2006,8,"N",0,0,0,282,0,0
13127,2007,9,"N",0,0,0,283,0,0
13127,2008,10,"N",0,0,0,281,9,0
13127,2009,11,"N",0,0,0,286,32,1
13128,2009,12,"F",0,1,0,286,2,0
13129,2004,6,"N",0,0,0,286,24,0
13129,2005,7,"N",0,0,0,285,35,2
13129,2006,8,"N",0,0,1,282,3,0
13129,2007,9,"N",1,0,0,283,54,3
13129,2008,10,"N",0,0,1,281,6,0
13129,2009,11,"N",1,0,0,286,3,0
13130,2005,7,"F",0,0,0,128,4,0
13130,2007,9,"F",0,0,0,283,7,0
13131,2004,6,"F",0,0,0,332,25,1
13131,2005,7,"F",0,0,0,8,76,6
13131,2006,8,"F",0,0,0,282,1,0
13131,2007,9,"F",0,0,0,283,8,0
13131,2008,10,"F",0,0,0,243,8,0
13132,2005,9,"N",1,0,0,289,5,0
13132,2006,10,"N",1,0,0,2,5,0
13133,2004,6,"N",0,0,0,286,1,0
13133,2005,7,"N",0,0,0,287,5,0
13133,2006,8,"N",0,0,0,282,11,0
13133,2007,9,"N",0,0,0,283,22,0
13133,2008,10,"N",0,0,0,281,8,0
13133,2009,11,"N",0,0,0,286,4,0
13134,2004,8,"N",0,0,0,286,1,0
13134,2005,9,"N",0,0,0,293,0,0
13134,2006,10,"N",0,0,0,282,2,0
13134,2007,11,"N",0,0,0,283,0,0
13134,2008,12,"N",0,0,0,281,59,2
13135,2004,7,"N",0,0,0,286,26,0
13135,2005,8,"N",0,0,0,285,9,0
13135,2006,9,"N",0,0,0,282,7,0
13135,2007,10,"N",0,0,0,281,4,0
13135,2008,11,"N",0,0,0,281,8,0
13135,2009,12,"N",0,0,0,286,8,0
13136,2004,6,"N",0,0,0,266,3,0
13136,2006,8,"N",0,0,0,282,8,0
13136,2007,8,"N",0,0,0,283,3,0
13136,2008,9,"N",0,0,0,184,5,0
13137,2004,6,"N",0,0,0,5,4,0
13137,2007,9,"N",0,0,0,283,4,0
13137,2008,10,"N",0,0,0,281,7,0
13137,2009,11,"N",0,0,0,286,23,0
13138,2004,7,"N",0,0,0,286,9,0
13138,2005,8,"N",0,0,0,287,0,0
13138,2006,9,"N",0,0,1,282,45,3
13138,2007,10,"N",1,0,0,283,2,0
13138,2008,11,"N",1,0,0,281,4,0
13138,2009,12,"N",0,0,1,286,3,0
13139,2005,9,"N",0,0,0,248,1,0
13139,2006,9,"N",0,0,0,61,6,0
13140,2008,9,"N",1,0,0,281,57,2
13140,2009,10,"N",1,0,0,13,9,0
13141,2006,10,"F",0,0,0,126,26,0
13141,2007,10,"F",0,0,0,63,0,0
13142,2004,7,"N",0,0,0,286,3,0
13142,2005,8,"N",0,0,0,278,8,0
13142,2006,9,"N",0,0,0,282,15,0
13142,2007,10,"N",0,0,0,283,32,0
13142,2008,11,"N",0,0,0,281,8,0
13142,2009,12,"N",0,0,0,286,1,0
13143,2004,6,"F",0,0,0,286,1,0
13143,2005,7,"F",0,0,0,287,16,0
13143,2006,8,"F",0,0,0,282,42,2
13143,2007,9,"F",0,0,0,283,4,0
13143,2008,10,"F",0,0,0,281,13,0
13143,2009,11,"F",0,0,0,286,1,0
13144,2004,8,"N",0,0,0,286,15,0
13144,2005,9,"N",0,0,0,287,1,0
13144,2006,10,"N",0,0,0,281,30,0
13144,2007,11,"N",1,0,0,283,8,0
13144,2008,12,"N",1,0,0,186,4,0
13145,2005,6,"F",0,0,0,287,67,2
13145,2006,7,"F",0,0,0,282,1,0
13145,2007,8,"F",1,0,0,283,22,0
13145,2008,9,"F",1,0,0,281,41,1
13145,2009,10,"F",1,0,0,286,16,0
13146,2006,9,"N",0,0,0,240,78,8
13146,2007,10,"N",0,0,0,283,18,0
13146,2008,11,"N",0,0,1,281,1,0
13146,2009,12,"N",1,0,0,286,15,0
13147,2004,6,"N",0,0,0,29,52,2
13147,2005,7,"N",0,0,0,287,15,0
13147,2006,8,"N",0,0,0,282,7,0
13147,2007,9,"N",0,0,0,283,6,0
13147,2008,10,"N",0,0,0,281,4,0
13147,2009,11,"N",0,0,0,49,21,0
13148,2005,6,"R",0,1,0,285,4,0
13148,2006,7,"R",0,1,0,282,3,0
13148,2007,8,"R",0,1,0,283,11,0
13148,2008,9,"R",0,1,0,281,44,2
13148,2009,10,"R",0,1,0,286,2,0
13149,2004,7,"F",0,0,0,137,12,0
13149,2005,8,"F",0,0,0,282,11,0
13149,2006,9,"F",0,0,0,281,45,2
13149,2007,10,"F",0,0,0,145,7,0
13150,2004,8,"N",0,0,0,286,69,3
13150,2005,9,"N",0,0,0,287,23,0
13150,2006,10,"N",0,0,0,281,16,0
13150,2007,11,"N",0,0,0,283,7,0
13150,2008,12,"N",0,0,0,281,8,0
13151,2005,6,"F",0,0,0,287,3,0
13151,2006,7,"F",0,0,0,282,4,0
13151,2007,8,"F",0,0,0,283,52,2
13151,2008,9,"F",0,0,0,281,44,2
13151,2009,10,"F",0,0,0,286,9,0
13152,2005,6,"N",0,0,0,287,9,0
13152,2006,7,"N",0,0,0,282,4,0
13152,2007,8,"N",0,0,0,283,19,0
13152,2008,9,"N",0,0,0,281,10,0
13152,2009,10,"N",0,0,0,286,8,0
13153,2005,6,"N",0,0,1,285,4,0
13153,2006,7,"N",1,0,0,281,0,0
13153,2007,8,"N",1,0,0,283,5,0
13153,2008,9,"N",1,0,0,281,17,0
13153,2009,10,"N",1,0,0,286,9,0
13154,2004,8,"N",0,0,0,286,2,0
13154,2005,9,"N",0,0,0,287,0,0
13154,2006,10,"N",0,0,0,282,20,0
13154,2007,11,"N",0,0,0,283,8,0
13154,2008,12,"N",0,0,0,281,32,0
13155,2004,6,"F",0,1,0,286,0,0
13155,2005,7,"F",0,1,0,287,10,0
13155,2006,8,"F",0,0,0,282,80,4
13155,2007,9,"F",0,0,0,283,22,0
13155,2008,10,"F",0,0,0,281,10,0
13155,2009,11,"F",0,0,0,286,16,0
13156,2004,6,"N",0,0,0,286,5,0
13156,2005,7,"N",0,0,0,287,4,0
13156,2006,8,"N",0,0,0,282,6,0
13156,2007,9,"N",0,0,1,283,0,0
13156,2008,10,"N",1,0,0,281,48,2
13156,2009,11,"N",1,0,0,286,11,0
13157,2005,6,"N",0,0,0,287,9,0
13157,2006,7,"N",0,0,0,5,3,0
13157,2008,9,"N",0,0,1,281,7,0
13157,2009,10,"N",1,0,0,286,4,0
13158,2005,7,"R",0,0,0,283,43,1
13158,2006,8,"R",0,0,0,282,2,0
13158,2007,9,"R",0,0,0,283,2,0
13158,2008,10,"R",0,0,0,281,9,0
13158,2009,11,"R",0,0,0,286,4,0
13159,2005,6,"F",0,0,0,287,2,0
13159,2006,7,"F",0,0,0,282,6,0
13159,2007,8,"F",0,0,0,281,34,2
13159,2008,9,"F",0,0,0,65,19,0
13159,2009,9,"F",0,0,0,21,13,0
13160,2005,6,"N",0,0,0,287,3,0
13160,2006,7,"N",1,0,0,282,7,0
13160,2007,8,"N",1,0,0,283,9,0
13160,2008,9,"N",1,0,0,281,97,9
13160,2009,10,"N",1,0,0,286,4,0
13161,2004,8,"N",0,0,0,141,7,0
13161,2005,9,"N",0,0,0,151,6,0
13162,2004,6,"F",0,0,0,286,22,0
13162,2005,7,"F",0,0,0,286,18,0
13162,2006,8,"F",0,0,0,281,0,0
13162,2007,9,"F",0,0,0,255,2,0
13162,2008,10,"F",0,0,0,184,7,0
13163,2005,6,"F",1,1,0,287,81,4
13163,2006,7,"F",1,1,0,282,9,0
13163,2006,7,"R",1,1,0,282,9,0
13163,2007,8,"F",1,1,0,283,8,0
13163,2008,9,"F",1,0,0,280,56,2
13163,2009,10,"F",1,0,0,13,9,0
13164,2004,6,"N",0,0,0,286,0,0
13164,2005,7,"N",0,0,0,287,5,0
13164,2006,8,"N",0,0,0,282,22,0
13164,2007,9,"N",0,0,0,283,0,0
13164,2008,10,"N",0,0,0,281,8,0
13164,2009,11,"N",0,0,0,286,4,0
13165,2004,8,"N",0,0,0,286,9,0
13165,2005,9,"N",0,0,0,287,1,0
13165,2006,10,"N",1,0,0,282,0,0
13165,2007,11,"N",1,0,0,283,3,0
13165,2008,12,"N",1,0,0,281,3,0
13166,2005,9,"N",0,0,0,287,1,0
13166,2006,10,"N",1,0,0,282,8,0
13166,2007,11,"N",1,0,0,283,18,1
13166,2008,12,"N",1,0,0,281,73,3
13167,2004,8,"N",0,1,0,286,114,11
13167,2005,9,"N",0,1,0,14,42,1
13168,2006,8,"F",0,0,0,282,11,0
13168,2007,9,"F",0,0,0,283,8,0
13168,2008,10,"F",0,0,0,281,74,9
13168,2009,10,"F",0,0,0,265,6,0
13169,2006,7,"N",0,0,0,134,0,0
13169,2007,8,"N",0,0,0,283,2,0
13169,2008,9,"N",0,0,0,281,9,0
13169,2009,10,"N",0,0,0,222,1,0
13170,2004,6,"N",0,0,0,283,3,0
13170,2005,7,"N",0,0,0,287,33,0
13170,2006,8,"N",0,0,0,282,33,2
13170,2007,9,"N",0,0,0,283,73,9
13170,2008,10,"N",0,0,0,281,7,0
13170,2009,11,"N",0,0,0,286,7,0
13171,2007,10,"N",0,0,0,612,2,0
13171,2008,11,"N",0,0,0,218,17,0
13171,2009,12,"N",0,0,0,286,1,0
13172,2004,6,"N",0,0,0,286,8,0
13172,2005,7,"N",0,0,0,281,19,0
13172,2006,8,"N",0,0,0,282,8,0
13172,2007,9,"N",0,0,0,239,5,0
13172,2008,10,"N",0,0,0,67,33,0
13173,2004,7,"F",0,0,0,286,5,0
13173,2005,8,"F",0,0,0,285,3,0
13173,2006,9,"F",0,0,0,254,5,0
13173,2007,9,"F",0,0,0,176,36,0
13173,2008,9,"F",0,0,0,281,0,0
13173,2009,10,"F",0,0,0,153,3,0
13174,2004,8,"F",0,0,0,286,76,3
13174,2005,9,"F",0,0,0,287,7,0
13174,2006,10,"F",0,0,0,281,6,0
13174,2007,11,"F",0,0,0,283,7,0
13174,2008,12,"F",0,0,0,281,0,0
13175,2004,8,"N",0,0,0,286,8,0
13175,2005,9,"N",0,0,0,37,26,1
13176,2004,7,"N",0,0,0,286,2,0
13176,2005,8,"N",0,0,0,287,25,2
13176,2006,9,"N",0,0,0,282,7,0
13176,2007,10,"N",0,0,0,283,0,0
13176,2008,11,"N",0,0,0,281,1,0
13176,2009,11,"N",0,0,0,77,1,0
13177,2004,7,"N",0,1,0,286,5,0
13177,2005,8,"R",0,1,0,285,109,85
13177,2005,8,"F",0,1,0,285,109,85
13177,2005,8,"N",0,1,0,285,109,85
13177,2006,9,"N",0,1,0,282,3,0
13177,2007,10,"N",0,1,0,283,19,0
13177,2008,11,"N",0,1,0,281,2,0
13177,2009,12,"N",0,1,0,286,5,0
13178,2006,10,"N",0,0,0,195,17,1
13179,2004,7,"N",0,0,0,286,0,0
13179,2005,8,"N",0,0,0,287,7,0
13179,2006,9,"N",1,0,0,282,10,0
13179,2007,10,"N",1,0,0,283,9,0
13179,2008,11,"N",1,0,0,281,7,0
13179,2009,12,"N",1,0,0,286,1,0
13180,2004,8,"N",0,0,0,286,53,1
13180,2005,9,"N",0,0,0,293,4,0
13180,2006,10,"N",0,0,0,282,8,0
13180,2007,11,"N",0,0,0,283,20,0
13180,2008,12,"N",0,0,0,281,1,0
13181,2004,7,"F",0,0,0,286,8,0
13181,2005,8,"F",0,0,1,287,6,0
13181,2006,9,"F",1,0,0,282,30,0
13181,2007,10,"F",1,0,0,278,4,0
13181,2008,11,"F",0,0,1,281,3,0
13181,2009,12,"F",1,0,0,286,15,0
13182,2004,8,"N",0,0,0,286,3,0
13182,2005,9,"N",1,0,0,344,9,0
13183,2005,6,"N",0,1,0,153,1,0
13183,2008,9,"N",0,0,0,215,5,0
13183,2009,9,"N",0,0,0,50,13,0
13184,2008,9,"F",0,1,0,242,69,8
13185,2005,6,"F",0,0,0,281,5,0
13185,2006,7,"F",0,0,0,282,3,0
13185,2007,8,"F",0,0,0,283,21,0
13185,2008,9,"F",0,0,0,281,6,0
13185,2009,10,"F",0,0,0,286,6,0
13186,2004,8,"F",0,0,0,286,6,0
13186,2005,9,"F",0,0,0,284,10,0
13186,2006,10,"F",0,0,0,163,5,0
13187,2005,8,"N",0,0,0,261,21,0
13187,2007,9,"N",0,0,0,148,29,1
13188,2004,8,"N",0,0,0,286,9,0
13188,2005,9,"N",0,0,0,293,39,0
13188,2006,10,"N",0,0,0,282,22,0
13188,2007,11,"N",0,0,0,283,31,2
13188,2008,12,"N",0,0,0,281,7,0
13189,2005,6,"F",0,0,0,283,9,0
13189,2006,7,"F",0,0,0,282,1,0
13189,2007,8,"F",0,0,0,283,12,0
13189,2008,9,"F",0,0,0,281,7,0
13189,2009,10,"F",0,0,0,209,0,0
13190,2005,6,"F",0,0,0,287,4,0
13190,2006,7,"F",0,0,0,282,1,0
13190,2007,8,"F",0,0,0,283,8,0
13190,2008,9,"F",0,0,0,281,2,0
13190,2009,10,"F",0,0,0,267,19,0
13191,2006,10,"N",0,0,0,282,8,0
13192,2008,10,"F",0,0,0,46,24,0
13192,2009,11,"F",1,0,0,249,16,0
13193,2004,8,"N",0,0,0,286,8,0
13193,2005,9,"N",0,0,0,293,23,0
13193,2006,10,"N",0,0,1,282,5,0
13193,2007,11,"N",1,0,0,283,14,0
13193,2008,12,"N",1,0,0,281,1,0
13194,2004,6,"F",0,1,0,322,0,0
13194,2005,7,"F",0,0,0,309,22,0
13194,2006,8,"F",0,0,0,282,1,0
13194,2007,9,"F",0,0,0,283,6,0
13194,2008,10,"F",0,0,0,211,42,1
13194,2009,10,"F",0,0,0,96,6,0
13195,2005,6,"F",0,0,0,285,4,0
13195,2006,7,"F",0,0,0,282,26,1
13195,2007,8,"F",0,0,0,283,40,2
13195,2008,9,"F",0,0,0,281,6,0
13195,2009,10,"F",0,0,0,286,16,0
13196,2005,6,"F",0,1,0,287,7,0
13196,2006,7,"F",0,1,0,282,8,0
13196,2007,8,"F",0,1,0,283,0,0
13196,2008,9,"F",0,1,0,274,4,0
13196,2009,10,"F",0,1,0,286,5,0
13197,2004,8,"F",0,0,0,331,34,1
13197,2005,9,"F",0,0,0,287,5,0
13197,2006,10,"F",0,0,0,282,51,8
13197,2007,11,"F",0,0,0,210,18,0
13197,2008,12,"F",0,0,0,281,26,1
13198,2004,7,"F",0,1,0,286,9,0
13198,2005,8,"F",0,1,0,287,51,2
13198,2006,9,"F",0,0,0,282,2,0
13198,2007,10,"F",0,0,0,283,7,0
13198,2008,11,"F",0,0,0,281,7,0
13198,2009,12,"F",0,0,0,286,2,0
13199,2007,9,"F",0,0,0,128,6,0
13200,2008,11,"F",0,0,1,281,41,1
13200,2009,12,"F",0,0,1,286,7,0
13201,2004,7,"N",0,0,0,281,2,0
13201,2005,8,"N",0,0,0,287,6,0
13201,2006,9,"N",0,0,0,282,3,0
13201,2007,10,"N",0,0,0,283,3,0
13201,2008,11,"N",0,0,0,281,8,0
13201,2009,12,"N",0,0,0,286,8,0
13202,2004,8,"N",0,0,0,189,1,0
13202,2005,9,"N",0,0,0,156,4,0
13202,2007,10,"N",0,0,0,94,8,0
13203,2004,7,"N",0,0,0,286,31,1
13203,2005,8,"N",0,0,0,287,4,0
13203,2006,9,"N",0,0,0,282,15,0
13203,2007,9,"N",0,0,0,16,28,1
13204,2004,7,"N",0,0,0,286,7,0
13204,2005,8,"N",0,0,0,285,99,10
13204,2006,9,"N",0,0,0,282,0,0
13204,2007,10,"N",0,0,0,283,8,0
13204,2008,11,"N",0,0,0,281,2,0
13204,2009,12,"N",0,0,0,286,9,0
13205,2004,7,"N",0,0,0,286,2,0
13205,2005,8,"N",0,0,0,287,28,2
13205,2006,9,"N",1,0,0,282,7,0
13205,2007,10,"N",1,0,0,283,5,0
13205,2008,11,"N",1,0,0,281,27,1
13205,2009,12,"N",1,0,0,286,0,0
13206,2009,12,"N",0,1,0,286,37,0
13207,2004,6,"N",0,0,0,286,24,0
13207,2005,7,"N",0,0,0,287,70,28
13207,2006,8,"N",0,0,0,282,3,0
13207,2007,9,"N",0,0,0,283,18,0
13207,2008,10,"N",0,0,0,281,2,0
13207,2009,11,"N",0,0,0,286,2,0
13208,2004,8,"F",0,0,0,286,8,0
13208,2005,9,"F",0,0,0,287,2,0
13208,2006,10,"F",0,0,0,282,20,1
13208,2007,11,"F",0,0,0,283,20,0
13208,2008,12,"F",0,0,0,281,2,0
13209,2005,6,"F",1,0,0,285,17,0
13209,2007,8,"F",1,0,0,210,11,0
13209,2008,9,"F",1,0,0,265,9,0
13210,2005,6,"N",0,0,0,287,68,2
13210,2006,7,"N",0,0,0,282,6,0
13210,2007,8,"N",0,0,0,283,3,0
13210,2008,9,"N",0,0,0,281,20,0
13210,2009,10,"N",0,0,0,286,4,0
13211,2004,7,"F",0,1,0,286,0,0
13211,2005,8,"F",0,1,0,285,46,2
13211,2006,9,"F",0,1,0,282,25,2
13211,2007,9,"F",0,1,0,59,9,0
13212,2004,7,"N",0,0,0,286,39,0
13212,2005,8,"N",0,0,0,287,18,0
13212,2006,9,"N",0,0,0,282,7,0
13212,2007,10,"N",0,0,0,283,3,0
13212,2008,11,"N",0,0,0,281,9,0
13212,2009,12,"N",0,0,0,286,17,0
13213,2005,9,"F",0,0,0,212,0,0
13213,2006,9,"F",0,0,0,184,18,0
13213,2007,9,"F",0,0,0,93,8,0
13214,2005,9,"N",0,0,0,20,0,0
13214,2006,10,"N",0,0,0,282,35,0
13214,2007,11,"N",0,0,0,283,0,0
13214,2008,12,"N",0,0,0,281,7,0
13215,2005,8,"N",0,0,0,52,3,0
13215,2006,9,"N",0,0,0,341,6,0
13216,2005,6,"N",0,0,0,287,5,0
13216,2006,7,"N",0,0,0,282,32,0
13216,2007,8,"N",0,0,0,283,6,0
13216,2008,9,"N",0,0,0,281,5,0
13216,2009,10,"N",0,0,0,286,13,0
13217,2005,6,"F",0,0,0,285,9,0
13217,2006,7,"F",0,0,0,277,5,0
13217,2007,8,"F",0,0,0,283,9,0
13217,2009,10,"F",0,0,0,172,96,9
13218,2004,8,"N",0,1,0,243,10,0
13218,2005,9,"N",0,1,0,509,6,0
13219,2004,7,"N",0,0,0,571,7,0
13219,2005,8,"N",0,0,0,574,21,0
13219,2006,9,"N",0,0,0,282,9,0
13219,2007,10,"N",0,0,0,283,42,2
13219,2008,11,"N",0,0,1,281,39,0
13219,2009,12,"N",1,0,0,286,1,0
13220,2005,6,"N",0,0,0,281,27,2
13220,2006,7,"N",0,0,0,282,31,1
13220,2007,8,"N",0,0,0,283,17,0
13220,2008,9,"N",0,0,0,281,5,0
13220,2009,10,"N",0,0,0,286,6,0
13221,2004,6,"R",0,0,0,252,68,6
13221,2005,7,"R",0,0,0,285,10,0
13221,2006,8,"R",0,0,0,282,3,0
13221,2007,9,"R",0,0,0,283,3,0
13221,2008,9,"R",0,0,0,281,47,2
13222,2004,8,"F",0,0,0,286,6,0
13222,2005,9,"F",0,0,0,277,18,0
13222,2006,10,"F",0,0,0,120,2,0
13222,2007,10,"F",0,0,0,80,24,0
13223,2004,8,"F",0,0,0,202,20,1
13223,2005,9,"F",0,0,0,287,8,0
13223,2006,10,"F",0,0,0,10,12,0
13224,2005,6,"F",0,0,0,287,88,76
13224,2005,6,"N",0,0,0,287,88,76
13224,2006,7,"N",0,0,0,282,14,0
13224,2007,8,"N",0,0,0,283,99,3
13224,2008,9,"N",0,0,0,281,14,0
13224,2009,10,"N",0,0,0,286,4,0
13225,2009,10,"F",0,1,0,286,6,0
13226,2005,7,"F",0,1,0,183,25,2
13226,2006,8,"F",0,1,0,282,19,0
13226,2007,9,"F",0,0,0,283,0,0
13226,2008,10,"F",0,0,0,281,0,0
13226,2009,11,"F",0,0,0,286,16,0
13227,2005,6,"N",0,0,0,287,76,4
13227,2006,7,"N",0,0,0,282,1,0
13227,2007,8,"N",0,0,0,283,58,1
13227,2008,9,"N",0,0,0,281,6,0
13227,2009,10,"N",0,0,0,286,8,0
13228,2004,8,"F",0,0,0,286,2,0
13228,2005,9,"F",0,0,0,287,3,0
13228,2006,10,"F",0,0,0,14,16,0
13229,2004,6,"N",0,0,0,286,30,0
13229,2005,7,"N",0,0,0,285,0,0
13229,2006,8,"N",1,0,0,282,6,0
13229,2007,9,"N",1,0,0,283,4,0
13229,2008,10,"N",1,0,0,281,57,1
13229,2009,11,"N",1,0,0,286,50,2
13230,2004,7,"F",0,1,0,286,13,0
13230,2005,8,"F",0,1,0,287,1,0
13230,2006,9,"F",0,1,0,282,12,0
13231,2006,10,"N",0,0,0,10,1,0
13232,2006,10,"N",0,0,0,49,19,0
13232,2007,11,"N",0,0,0,228,4,0
13232,2008,12,"N",0,0,0,281,58,1
13233,2004,6,"N",0,0,0,343,28,1
13233,2005,7,"N",0,0,0,287,0,0
13233,2006,8,"N",0,0,0,264,2,0
13233,2007,9,"N",0,0,0,26,3,0
13234,2004,8,"N",0,0,0,286,34,2
13234,2005,9,"N",0,0,1,293,2,0
13234,2006,10,"N",1,0,0,282,1,0
13234,2007,11,"N",1,0,0,283,57,1
13234,2008,12,"N",0,0,1,281,32,1
13235,2004,6,"F",0,1,0,9,4,0
13235,2007,9,"F",0,0,0,161,0,0
13236,2004,6,"F",0,0,0,283,1,0
13236,2005,7,"F",0,0,0,286,2,0
13236,2006,8,"F",0,0,0,282,6,0
13236,2007,9,"F",0,0,0,283,3,0
13236,2008,9,"F",0,0,0,281,6,0
13236,2009,10,"F",0,0,0,286,9,0
13237,2005,6,"N",0,0,0,287,43,2
13237,2006,7,"N",0,0,0,282,1,0
13237,2007,8,"N",0,0,0,283,85,3
13237,2008,9,"N",0,0,0,281,2,0
13237,2009,10,"N",0,0,0,286,16,0
13238,2007,11,"N",0,0,0,283,33,0
13238,2008,12,"N",0,0,0,281,5,0
13239,2005,6,"F",0,0,0,195,54,1
13239,2006,7,"F",0,0,0,282,15,1
13239,2007,8,"F",0,0,0,283,9,0
13239,2008,9,"F",0,0,0,281,4,0
13239,2009,10,"F",0,0,0,203,5,0
13240,2005,6,"F",0,0,0,285,52,1
13240,2006,7,"F",0,0,0,282,0,0
13240,2007,8,"F",0,0,0,283,38,1
13240,2008,9,"F",0,0,0,281,9,0
13241,2004,7,"N",0,0,0,286,44,2
13241,2005,8,"N",0,0,0,287,8,0
13241,2006,9,"N",0,0,0,282,53,2
13241,2007,10,"N",0,0,0,283,3,0
13241,2008,11,"N",0,0,0,281,72,6
13241,2009,12,"N",0,0,0,286,8,0
13242,2005,9,"F",1,0,0,287,9,0
13242,2006,9,"F",1,0,0,281,1,0
13242,2007,10,"F",1,0,0,283,23,0
13242,2008,12,"F",1,0,0,281,5,0
13243,2005,6,"N",0,0,0,33,2,0
13243,2006,7,"N",0,0,0,282,16,0
13243,2007,8,"N",0,0,0,283,2,0
13243,2008,9,"N",0,0,0,281,8,0
13243,2009,10,"N",0,0,0,286,59,1
13244,2004,6,"N",0,0,0,286,11,0
13244,2005,7,"N",0,0,0,287,72,2
13244,2006,8,"N",0,0,1,282,2,0
13244,2007,9,"N",1,0,0,283,5,0
13244,2008,10,"N",1,0,0,281,115,13
13244,2009,11,"N",0,0,1,286,13,0
13245,2004,6,"F",0,1,0,282,0,0
13245,2005,7,"F",0,1,0,287,4,0
13245,2006,8,"F",0,1,0,282,9,0
13245,2007,8,"F",0,1,0,283,4,0
13245,2008,9,"F",0,1,0,281,5,0
13245,2009,10,"F",0,1,0,218,7,0
13246,2006,8,"F",0,0,0,167,5,0
13246,2007,9,"F",0,0,0,283,8,0
13246,2008,10,"F",0,0,0,281,4,0
13246,2009,10,"F",0,0,0,21,58,2
13247,2004,7,"F",0,0,0,286,3,0
13247,2005,8,"F",0,0,0,285,7,0
13247,2006,9,"F",0,0,0,282,17,0
13247,2007,10,"F",0,0,0,283,8,0
13247,2008,11,"F",0,0,0,281,24,0
13247,2009,12,"F",0,0,0,286,6,0
13248,2005,6,"N",0,0,0,8,4,0
13248,2009,10,"N",0,0,0,15,20,0
13249,2005,6,"N",0,0,0,287,7,0
13249,2006,7,"N",0,0,0,282,39,2
13249,2007,8,"N",0,0,0,283,21,0
13249,2009,10,"N",0,0,0,286,31,0
13250,2005,6,"F",0,0,0,287,3,0
13250,2006,7,"F",0,0,0,282,9,0
13250,2007,8,"F",0,0,0,283,4,0
13250,2008,9,"F",0,0,0,281,8,0
13250,2009,9,"F",0,0,0,286,13,0
13251,2006,9,"N",0,1,0,40,7,0
13251,2009,11,"N",0,0,0,220,9,0
13252,2005,6,"F",0,0,0,287,59,1
13252,2006,7,"F",0,0,0,282,0,0
13252,2007,8,"F",0,0,0,283,9,0
13252,2008,9,"F",0,0,0,281,7,0
13252,2009,10,"F",0,0,0,285,3,0
13253,2009,11,"F",0,0,0,19,9,0
13254,2004,7,"N",0,1,0,286,89,4
13254,2005,8,"N",0,1,0,285,7,0
13254,2006,9,"N",0,1,0,282,7,0
13254,2007,10,"N",0,1,0,283,18,0
13254,2008,11,"N",0,1,0,281,16,0
13254,2009,12,"N",0,1,0,286,64,3
13255,2004,8,"N",0,1,0,283,6,0
13255,2005,9,"N",0,1,0,12,8,0
13256,2004,8,"F",0,1,0,286,52,1
13256,2005,9,"F",0,1,0,287,50,2
13256,2006,10,"F",0,1,0,282,1,0
13256,2007,11,"F",0,0,0,283,3,0
13256,2008,12,"F",0,0,0,281,6,0
13257,2004,6,"N",0,0,0,283,4,0
13257,2005,7,"N",0,0,0,285,6,0
13257,2006,8,"N",0,0,1,282,17,0
13257,2007,9,"N",0,0,1,283,47,2
13257,2008,10,"N",1,0,0,281,8,0
13257,2009,11,"N",1,0,0,286,14,0
13258,2004,6,"N",0,0,0,286,2,0
13258,2005,7,"N",0,0,0,287,0,0
13258,2006,8,"N",0,0,0,282,2,0
13258,2007,9,"N",0,0,0,283,18,0
13258,2008,10,"N",0,0,0,281,6,0
13258,2009,11,"N",0,0,0,286,17,0
13259,2008,11,"N",0,1,0,142,0,0
13260,2008,10,"N",0,0,0,163,1,0
13260,2009,11,"N",0,0,0,137,2,0
13261,2004,6,"F",0,0,0,64,75,2
13261,2005,7,"F",0,1,0,287,2,0
13261,2006,8,"F",0,1,0,282,2,0
13261,2007,9,"F",0,1,0,178,19,0
13261,2008,9,"F",0,1,0,41,7,0
13262,2005,6,"F",0,1,0,283,8,0
13262,2006,7,"F",0,0,0,282,59,3
13262,2007,8,"F",0,0,0,283,53,2
13262,2008,9,"F",0,0,0,281,3,0
13262,2009,10,"F",0,0,0,286,18,0
13263,2007,8,"N",0,0,0,283,39,3
13263,2008,9,"N",0,0,0,281,1,0
13263,2009,10,"N",0,0,0,286,6,0
13264,2004,6,"F",0,0,0,283,0,0
13264,2005,7,"F",0,0,0,284,8,0
13264,2006,8,"F",0,0,0,282,9,0
13264,2007,9,"F",0,0,0,283,5,0
13264,2008,10,"F",0,0,0,281,46,4
