sid,school_year,male,race_ethnicity,birth_date,first_9th_school_year_reported,hs_diploma,hs_diploma_type,hs_diploma_date
13298,2005,0,"B",11728,2005,1,"Standard Diploma",14jul2008
13298,2006,0,"B",11728,2005,1,"Standard Diploma",14jul2008
13298,2007,0,"B",11728,2005,1,"Standard Diploma",14jul2008
13298,2008,0,"B",11728,2005,1,"Standard Diploma",14jul2008
13299,2004,0,"W",12462,2007,0,"",
13299,2005,0,"W",12462,2007,0,"",
13299,2006,0,"W",12462,2007,0,"",
13299,2007,0,"W",12462,2007,0,"",
13299,2008,0,"W",12462,2007,0,"",
13299,2009,0,"W",12462,2007,0,"",
13300,2004,0,"B",11733,2005,0,"",
13300,2005,0,"B",11733,2005,0,"",
13300,2006,0,"B",11733,2005,0,"",
13300,2007,0,"B",11733,2005,0,"",
13300,2008,0,"B",11733,2005,0,"",
13301,2005,0,"B",11734,2005,0,"",
13302,2004,0,"M/O",12101,2006,0,"",
13302,2005,0,"M/O",12101,2006,0,"",
13302,2006,0,"M/O",12101,2006,0,"",
13302,2007,0,"M/O",12101,2006,0,"",
13303,2004,0,"B",12102,2006,0,"",
13303,2005,0,"B",12102,2006,0,"",
13303,2006,0,"B",12102,2006,0,"",
13303,2007,0,"B",12102,2006,0,"",
13303,2008,0,"B",12102,2006,0,"",
13304,2004,0,"W",12103,2006,0,"",
13304,2005,0,"W",12103,2006,0,"",
13304,2006,0,"W",12103,2006,0,"",
13305,2006,0,"B",11738,,1,"Standard Diploma",14may2008
13305,2007,0,"B",11738,,1,"Standard Diploma",14may2008
13305,2008,0,"B",11738,,1,"Standard Diploma",14may2008
13306,2005,0,"B",12834,2008,0,"",
13306,2006,0,"B",12834,2008,0,"",
13306,2007,0,"B",12834,2008,0,"",
13306,2008,0,"B",12834,2008,0,"",
13306,2009,0,"B",12834,2008,0,"",
13307,2004,0,"W",11738,2005,1,"Standard Diploma",14may2008
13307,2005,0,"W",11738,2005,1,"Standard Diploma",14may2008
13307,2006,0,"W",11738,2005,1,"Standard Diploma",14may2008
13307,2007,0,"W",11738,2005,1,"Standard Diploma",14may2008
13307,2008,0,"W",11738,2005,1,"Standard Diploma",14may2008
13308,2006,0,"W",12469,2007,0,"",
13308,2007,0,"W",12469,2007,0,"",
13308,2008,0,"W",12469,2007,0,"",
13308,2009,0,"W",12469,2007,0,"",
13309,2004,0,"B",11739,2005,0,"",
13309,2005,0,"B",11739,2005,0,"",
13309,2006,0,"B",11739,2005,0,"",
13310,2004,0,"W",11740,2004,1,"Standard Diploma",14may2008
13310,2005,0,"W",11740,2004,1,"Standard Diploma",14may2008
13310,2006,0,"W",11740,2004,1,"Standard Diploma",14may2008
13310,2007,0,"W",11740,2004,1,"Standard Diploma",14may2008
13310,2008,0,"W",11740,2004,1,"Standard Diploma",14may2008
13311,2004,0,"B",11744,2005,0,"",
13311,2005,0,"B",11744,2005,0,"",
13311,2006,0,"B",11744,2005,0,"",
13312,2004,0,"B",11744,2005,1,"Standard Diploma",14may2008
13312,2005,0,"B",11744,2005,1,"Standard Diploma",14may2008
13312,2006,0,"B",11744,2005,1,"Standard Diploma",14may2008
13312,2007,0,"B",11744,2005,1,"Standard Diploma",14may2008
13312,2008,0,"B",11744,2005,1,"Standard Diploma",14may2008
13313,2004,0,"B",11745,2005,1,"Standard Diploma",14may2008
13313,2005,0,"B",11745,2005,1,"Standard Diploma",14may2008
13313,2006,0,"B",11745,2005,1,"Standard Diploma",14may2008
13313,2007,0,"B",11745,2005,1,"Standard Diploma",14may2008
13313,2008,0,"B",11745,2005,1,"Standard Diploma",14may2008
13314,2004,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13314,2005,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13314,2006,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13314,2007,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13314,2008,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13314,2009,0,"M/O",12111,2006,1,"Standard Diploma",17may2009
13315,2004,0,"B",12112,2005,0,"",
13315,2005,0,"B",12112,2005,0,"",
13315,2006,0,"B",12112,2005,0,"",
13315,2007,0,"B",12112,2005,0,"",
13316,2004,0,"W",12479,2007,0,"",
13316,2006,0,"W",12479,2007,0,"",
13316,2007,0,"W",12479,2007,0,"",
13316,2008,0,"W",12479,2007,0,"",
13316,2009,0,"W",12479,2007,0,"",
13317,2005,0,"A",12844,2008,0,"",
13317,2006,0,"A",12844,2008,0,"",
13317,2007,0,"A",12844,2008,0,"",
13317,2008,0,"A",12844,2008,0,"",
13317,2009,0,"A",12844,2008,0,"",
13318,2004,0,"W",11750,2005,1,"Standard Diploma",14may2008
13318,2005,0,"W",11750,2005,1,"Standard Diploma",14may2008
13318,2006,0,"W",11750,2005,1,"Standard Diploma",14may2008
13318,2007,0,"W",11750,2005,1,"Standard Diploma",14may2008
13318,2008,0,"W",11750,2005,1,"Standard Diploma",14may2008
13319,2004,0,"W",12480,2007,0,"",
13319,2005,0,"W",12480,2007,0,"",
13319,2006,0,"W",12480,2007,0,"",
13319,2007,0,"W",12480,2007,0,"",
13319,2008,0,"W",12480,2007,0,"",
13319,2009,0,"W",12480,2007,0,"",
13320,2009,0,"W",12115,,1,"Standard Diploma",17may2009
13321,2006,0,"W",12846,2008,0,"",
13321,2007,0,"W",12846,2008,0,"",
13321,2008,0,"W",12846,2008,0,"",
13321,2009,0,"W",12846,2008,0,"",
13322,2004,0,"W",12117,2006,0,"",
13322,2005,0,"W",12117,2006,0,"",
13322,2006,0,"W",12117,2006,0,"",
13323,2005,0,"B",12847,2008,0,"",
13323,2006,0,"B",12847,2008,0,"",
13323,2007,0,"B",12847,2008,0,"",
13323,2008,0,"B",12847,2008,0,"",
13323,2009,0,"B",12847,2008,0,"",
13324,2004,0,"B",12484,2007,0,"",
13324,2005,0,"B",12484,2007,0,"",
13324,2006,0,"B",12484,2007,0,"",
13324,2007,0,"B",12484,2007,0,"",
13324,2008,0,"B",12484,2007,0,"",
13324,2009,0,"B",12484,2007,0,"",
13325,2007,0,"B",12122,2007,0,"",
13326,2004,0,"W",12123,2006,1,"Standard Diploma",17may2009
13326,2005,0,"W",12123,2006,1,"Standard Diploma",17may2009
13326,2006,0,"W",12123,2006,1,"Standard Diploma",17may2009
13326,2007,0,"W",12123,2006,1,"Standard Diploma",17may2009
13326,2008,0,"W",12123,2006,1,"Standard Diploma",17may2009
13326,2009,0,"W",12123,2006,1,"Standard Diploma",17may2009
13327,2006,0,"B",12123,2006,0,"",
13327,2007,0,"B",12123,2006,0,"",
13327,2008,0,"B",12123,2006,0,"",
13328,2004,0,"B",12490,2007,0,"",
13328,2005,0,"B",12490,2007,0,"",
13328,2006,0,"B",12490,2007,0,"",
13328,2007,0,"B",12490,2007,0,"",
13328,2008,0,"B",12490,2007,0,"",
13328,2009,0,"B",12490,2007,0,"",
13329,2005,0,"M/O",12856,,0,"",
13330,2008,0,"B",12858,2008,0,"",
13330,2009,0,"B",12858,2008,0,"",
13331,2004,0,"B",12130,2005,1,"Standard Diploma",17may2009
13331,2005,0,"B",12130,2005,1,"Standard Diploma",17may2009
13331,2006,0,"B",12130,2005,1,"Standard Diploma",17may2009
13331,2007,0,"B",12130,2005,1,"Standard Diploma",17may2009
13331,2008,0,"B",12130,2005,1,"Standard Diploma",17may2009
13331,2009,0,"B",12130,2005,1,"Standard Diploma",17may2009
13332,2004,0,"B",12131,2006,0,"",
13332,2005,0,"B",12131,2006,0,"",
13332,2006,0,"B",12131,2006,0,"",
13332,2007,0,"B",12131,2006,0,"",
13332,2008,0,"B",12131,2006,0,"",
13332,2009,0,"B",12131,2006,0,"",
13333,2006,0,"W",11766,,1,"Standard Diploma",14may2008
13333,2007,0,"W",11766,,1,"Standard Diploma",14may2008
13333,2008,0,"W",11766,,1,"Standard Diploma",14may2008
13334,2004,0,"B",12131,2006,1,"Standard Diploma",17may2009
13334,2005,0,"B",12131,2006,1,"Standard Diploma",17may2009
13334,2006,0,"B",12131,2006,1,"Standard Diploma",17may2009
13334,2007,0,"B",12131,2006,1,"Standard Diploma",17may2009
13334,2008,0,"B",12131,2006,1,"Standard Diploma",17may2009
13334,2009,0,"B",12131,2006,1,"Standard Diploma",17may2009
13335,2007,0,"W",11766,,1,"Standard Diploma",14may2008
13335,2008,0,"W",11766,,1,"Standard Diploma",14may2008
13336,2006,0,"B",12132,2006,1,"Standard Diploma",17may2009
13336,2007,0,"B",12132,2006,1,"Standard Diploma",17may2009
13336,2008,0,"B",12132,2006,1,"Standard Diploma",17may2009
13336,2009,0,"B",12132,2006,1,"Standard Diploma",17may2009
13337,2004,0,"B",11768,2005,1,"Standard Diploma",14may2008
13337,2005,0,"B",11768,2005,1,"Standard Diploma",14may2008
13337,2006,0,"B",11768,2005,1,"Standard Diploma",14may2008
13337,2007,0,"B",11768,2005,1,"Standard Diploma",14may2008
13337,2008,0,"B",11768,2005,1,"Standard Diploma",14may2008
13338,2007,0,"B",12499,2007,0,"",
13339,2005,0,"B",11770,2005,0,"",
13340,2005,0,"B",12865,2008,0,"",
13340,2006,0,"B",12865,2008,0,"",
13340,2007,0,"B",12865,2008,0,"",
13340,2008,0,"B",12865,2008,0,"",
13340,2009,0,"B",12865,2008,0,"",
13341,2005,0,"W",12500,2007,0,"",
13341,2006,0,"W",12500,2007,0,"",
13341,2007,0,"W",12500,2007,0,"",
13342,2004,0,"B",11770,2005,0,"",
13342,2005,0,"B",11770,2005,0,"",
13342,2006,0,"B",11770,2005,0,"",
13343,2005,0,"B",12866,2008,0,"",
13343,2006,0,"B",12866,2008,0,"",
13343,2007,0,"B",12866,2008,0,"",
13343,2008,0,"B",12866,2008,0,"",
13343,2009,0,"B",12866,2008,0,"",
13344,2004,0,"B",11771,2005,0,"",
13344,2005,0,"B",11771,2005,0,"",
13345,2004,0,"B",12501,2007,0,"",
13345,2005,0,"B",12501,2007,0,"",
13345,2006,0,"B",12501,2007,0,"",
13345,2007,0,"B",12501,2007,0,"",
13345,2008,0,"B",12501,2007,0,"",
13346,2007,0,"B",12501,2007,0,"",
13346,2008,0,"B",12501,2007,0,"",
13346,2009,0,"B",12501,2007,0,"",
13347,2005,0,"B",12867,2008,0,"",
13347,2006,0,"B",12867,2008,0,"",
13347,2007,0,"B",12867,2008,0,"",
13347,2008,0,"B",12867,2008,0,"",
13347,2009,0,"B",12867,2008,0,"",
13348,2004,0,"B",12138,2006,1,"Standard Diploma",17may2009
13348,2005,0,"B",12138,2006,1,"Standard Diploma",17may2009
13348,2006,0,"B",12138,2006,1,"Standard Diploma",17may2009
13348,2007,0,"B",12138,2006,1,"Standard Diploma",17may2009
13348,2008,0,"B",12138,2006,1,"Standard Diploma",17may2009
13348,2009,0,"B",12138,2006,1,"Standard Diploma",17may2009
13349,2004,0,"W",11773,2005,1,"Standard Diploma",14may2008
13349,2005,0,"W",11773,2005,1,"Standard Diploma",14may2008
13349,2006,0,"W",11773,2005,1,"Standard Diploma",14may2008
13349,2007,0,"W",11773,2005,1,"Standard Diploma",14may2008
13349,2008,0,"W",11773,2005,1,"Standard Diploma",14may2008
13350,2004,0,"B",11774,2005,0,"",
13350,2005,0,"B",11774,2005,0,"",
13351,2005,0,"W",12870,2008,0,"",
13351,2006,0,"W",12870,2008,0,"",
13351,2007,0,"W",12870,2008,0,"",
13351,2008,0,"W",12870,2008,0,"",
13351,2009,0,"W",12870,2008,0,"",
13352,2005,0,"B",12871,2008,0,"",
13352,2006,0,"B",12871,2008,0,"",
13352,2007,0,"B",12871,2008,0,"",
13352,2008,0,"B",12871,2008,0,"",
13352,2009,0,"B",12871,2008,0,"",
13353,2006,0,"B",12141,2006,0,"",
13353,2007,0,"B",12141,2006,0,"",
13353,2008,0,"B",12141,2006,0,"",
13354,2005,0,"B",12872,2008,0,"",
13354,2006,0,"B",12872,2008,0,"",
13354,2007,0,"B",12872,2008,0,"",
13354,2008,0,"B",12872,2008,0,"",
13355,2004,0,"B",11777,2005,0,"",
13355,2005,0,"B",11777,2005,0,"",
13356,2004,0,"B",12143,2006,1,"Standard Diploma",17may2009
13356,2005,0,"B",12143,2006,1,"Standard Diploma",17may2009
13356,2006,0,"B",12143,2006,1,"Standard Diploma",17may2009
13356,2007,0,"B",12143,2006,1,"Standard Diploma",17may2009
13356,2008,0,"B",12143,2006,1,"Standard Diploma",17may2009
13356,2009,0,"B",12143,2006,1,"Standard Diploma",17may2009
13357,2005,0,"W",12873,2008,0,"",
13357,2006,0,"W",12873,2008,0,"",
13357,2007,0,"W",12873,2008,0,"",
13357,2008,0,"W",12873,2008,0,"",
13357,2009,0,"W",12873,2008,0,"",
13358,2004,0,"B",12508,2007,0,"",
13358,2005,0,"B",12508,2007,0,"",
13358,2006,0,"B",12508,2007,0,"",
13358,2007,0,"B",12508,2007,0,"",
13358,2008,0,"B",12508,2007,0,"",
13358,2009,0,"B",12508,2007,0,"",
13359,2004,0,"W",12510,2007,0,"",
13359,2005,0,"W",12510,2007,0,"",
13359,2006,0,"W",12510,2007,0,"",
13359,2007,0,"W",12510,2007,0,"",
13360,2004,0,"W",12510,2007,0,"",
13360,2005,0,"W",12510,2007,0,"",
13360,2006,0,"W",12510,2007,0,"",
13360,2007,0,"W",12510,2007,0,"",
13360,2008,0,"W",12510,2007,0,"",
13360,2009,0,"W",12510,2007,0,"",
13361,2008,0,"B",12510,,0,"",
13362,2004,0,"B",12510,2006,0,"",
13362,2005,0,"B",12510,2006,0,"",
13362,2006,0,"B",12510,2006,0,"",
13362,2007,0,"B",12510,2006,0,"",
13362,2008,0,"B",12510,2006,0,"",
13362,2009,0,"B",12510,2006,0,"",
13363,2008,0,"W",12878,2008,0,"",
13363,2009,0,"W",12878,2008,0,"",
13364,2005,0,"W",12878,2008,0,"",
13364,2006,0,"W",12878,2008,0,"",
13364,2007,0,"W",12878,2008,0,"",
13364,2008,0,"W",12878,2008,0,"",
13364,2009,0,"W",12878,2008,0,"",
13365,2004,0,"B",12513,2007,0,"",
13365,2005,0,"B",12513,2007,0,"",
13365,2006,0,"B",12513,2007,0,"",
13365,2007,0,"B",12513,2007,0,"",
13365,2008,0,"B",12513,2007,0,"",
13366,2007,0,"B",12514,2007,0,"",
13366,2008,0,"B",12514,2007,0,"",
13366,2009,0,"B",12514,2007,0,"",
13367,2007,0,"W",12881,2008,0,"",
13367,2008,0,"W",12881,2008,0,"",
13368,2005,0,"B",12882,2007,0,"",
13368,2006,0,"B",12882,2007,0,"",
13368,2007,0,"B",12882,2007,0,"",
13368,2008,0,"B",12882,2007,0,"",
13368,2009,0,"B",12882,2007,0,"",
13369,2008,0,"W",12882,2008,0,"",
13370,2004,0,"B",12518,2007,0,"",
13370,2005,0,"B",12518,2007,0,"",
13370,2006,0,"B",12518,2007,0,"",
13370,2007,0,"B",12518,2007,0,"",
13370,2008,0,"B",12518,2007,0,"",
13370,2009,0,"B",12518,2007,0,"",
13371,2006,0,"B",12518,2007,0,"",
13371,2007,0,"B",12518,2007,0,"",
13372,2004,0,"B",12154,2006,1,"Standard Diploma",17may2009
13372,2005,0,"B",12154,2006,1,"Standard Diploma",17may2009
13372,2006,0,"B",12154,2006,1,"Standard Diploma",17may2009
13372,2007,0,"B",12154,2006,1,"Standard Diploma",17may2009
13372,2008,0,"B",12154,2006,1,"Standard Diploma",17may2009
13372,2009,0,"B",12154,2006,1,"Standard Diploma",17may2009
13373,2006,0,"B",11789,,0,"",
13374,2004,0,"W",12519,,0,"",
13374,2005,0,"W",12519,,0,"",
13374,2006,0,"W",12519,,0,"",
13374,2007,0,"W",12519,,0,"",
13374,2008,0,"W",12519,,0,"",
13374,2009,0,"W",12519,,0,"",
13375,2007,0,"W",12519,2007,0,"",
13375,2008,0,"W",12519,2007,0,"",
13375,2009,0,"W",12519,2007,0,"",
13376,2004,0,"B",12155,2005,1,"Standard Diploma",17may2009
13376,2005,0,"B",12155,2005,1,"Standard Diploma",17may2009
13376,2006,0,"B",12155,2005,1,"Standard Diploma",17may2009
13376,2007,0,"B",12155,2005,1,"Standard Diploma",17may2009
13376,2008,0,"B",12155,2005,1,"Standard Diploma",17may2009
13376,2009,0,"B",12155,2005,1,"Standard Diploma",17may2009
13377,2004,0,"W",11790,2005,1,"Standard Diploma",14may2008
13377,2005,0,"W",11790,2005,1,"Standard Diploma",14may2008
13377,2006,0,"W",11790,2005,1,"Standard Diploma",14may2008
13377,2007,0,"W",11790,2005,1,"Standard Diploma",14may2008
13377,2008,0,"W",11790,2005,1,"Standard Diploma",14may2008
13378,2004,0,"M/O",12520,2007,0,"",
13378,2005,0,"M/O",12520,2007,0,"",
13378,2007,0,"M/O",12520,2007,0,"",
13379,2004,0,"B",11791,2005,0,"",
13379,2005,0,"B",11791,2005,0,"",
13379,2006,0,"B",11791,2005,0,"",
13379,2007,0,"B",11791,2005,0,"",
13380,2006,0,"W",11793,,0,"",
13381,2004,0,"W",12524,2007,0,"",
13381,2006,0,"W",12524,2007,0,"",
13381,2007,0,"W",12524,2007,0,"",
13381,2008,0,"W",12524,2007,0,"",
13382,2005,0,"B",12890,2008,0,"",
13382,2006,0,"B",12890,2008,0,"",
13382,2007,0,"B",12890,2008,0,"",
13382,2008,0,"B",12890,2008,0,"",
13382,2009,0,"B",12890,2008,0,"",
13383,2004,0,"W",12162,2006,1,"Standard Diploma",17may2009
13383,2005,0,"W",12162,2006,1,"Standard Diploma",17may2009
13383,2006,0,"W",12162,2006,1,"Standard Diploma",17may2009
13383,2007,0,"W",12162,2006,1,"Standard Diploma",17may2009
13383,2008,0,"W",12162,2006,1,"Standard Diploma",17may2009
13383,2009,0,"W",12162,2006,1,"Standard Diploma",17may2009
13384,2004,0,"B",11798,2005,1,"Standard Diploma",14may2008
13384,2005,0,"B",11798,2005,1,"Standard Diploma",14may2008
13384,2006,0,"B",11798,2005,1,"Standard Diploma",14may2008
13384,2007,0,"B",11798,2005,1,"Standard Diploma",14may2008
13384,2008,0,"B",11798,2005,1,"Standard Diploma",14may2008
13385,2005,0,"W",12893,2008,0,"",
13385,2006,0,"W",12893,2008,0,"",
13385,2007,0,"W",12893,2008,0,"",
13385,2008,0,"W",12893,2008,0,"",
13385,2009,0,"W",12893,2008,0,"",
13386,2008,0,"W",12894,2008,0,"",
13386,2009,0,"W",12894,2008,0,"",
13387,2007,0,"B",12164,,0,"",
13387,2008,0,"B",12164,,0,"",
13387,2009,0,"B",12164,,0,"",
13388,2005,0,"B",11799,2005,0,"",
13388,2006,0,"B",11799,2005,0,"",
13389,2004,0,"W",11801,2005,0,"",
13389,2005,0,"W",11801,2005,0,"",
13390,2004,0,"B",11802,2005,1,"Standard Diploma",14may2008
13390,2005,0,"B",11802,2005,1,"Standard Diploma",14may2008
13390,2006,0,"B",11802,2005,1,"Standard Diploma",14may2008
13390,2007,0,"B",11802,2005,1,"Standard Diploma",14may2008
13390,2008,0,"B",11802,2005,1,"Standard Diploma",14may2008
13391,2004,0,"B",12168,2006,0,"",
13391,2005,0,"B",12168,2006,0,"",
13391,2006,0,"B",12168,2006,0,"",
13391,2007,0,"B",12168,2006,0,"",
13392,2004,0,"W",12168,2006,0,"",
13392,2005,0,"W",12168,2006,0,"",
13392,2006,0,"W",12168,2006,0,"",
13392,2007,0,"W",12168,2006,0,"",
13393,2004,0,"W",12533,2007,0,"",
13393,2005,0,"W",12533,2007,0,"",
13393,2006,0,"W",12533,2007,0,"",
13393,2007,0,"W",12533,2007,0,"",
13393,2008,0,"W",12533,2007,0,"",
13393,2009,0,"W",12533,2007,0,"",
13394,2008,0,"W",12899,2008,0,"",
13394,2009,0,"W",12899,2008,0,"",
13395,2004,0,"B",11806,2005,1,"Standard Diploma",14may2008
13395,2005,0,"B",11806,2005,1,"Standard Diploma",14may2008
13395,2006,0,"B",11806,2005,1,"Standard Diploma",14may2008
13395,2007,0,"B",11806,2005,1,"Standard Diploma",14may2008
13395,2008,0,"B",11806,2005,1,"Standard Diploma",14may2008
13396,2007,0,"B",12537,2007,0,"",
13396,2008,0,"B",12537,2007,0,"",
13396,2009,0,"B",12537,2007,0,"",
13397,2004,0,"B",12537,2007,0,"",
13397,2005,0,"B",12537,2007,0,"",
13397,2006,0,"B",12537,2007,0,"",
13397,2007,0,"B",12537,2007,0,"",
13397,2008,0,"B",12537,2007,0,"",
13397,2009,0,"B",12537,2007,0,"",
13398,2008,0,"B",11808,,0,"",
13399,2004,0,"B",12173,2006,0,"",
13399,2005,0,"B",12173,2006,0,"",
13399,2006,0,"B",12173,2006,0,"",
13399,2007,0,"B",12173,2006,0,"",
13400,2005,0,"W",11808,2005,0,"",
13401,2005,0,"B",12174,2006,0,"",
13401,2006,0,"B",12174,2006,0,"",
13401,2007,0,"B",12174,2006,0,"",
13402,2005,0,"W",12905,2008,0,"",
13402,2006,0,"W",12905,2008,0,"",
13402,2007,0,"W",12905,2008,0,"",
13402,2008,0,"W",12905,2008,0,"",
13402,2009,0,"W",12905,2008,0,"",
13403,2006,0,"B",12908,2008,0,"",
13403,2007,0,"B",12908,2008,0,"",
13403,2008,0,"B",12908,2008,0,"",
13403,2009,0,"B",12908,2008,0,"",
13404,2004,0,"B",12543,2007,0,"",
13404,2005,0,"B",12543,2007,0,"",
13404,2006,0,"B",12543,2007,0,"",
13404,2007,0,"B",12543,2007,0,"",
13405,2006,0,"B",12908,2008,0,"",
13405,2007,0,"B",12908,2008,0,"",
13405,2008,0,"B",12908,2008,0,"",
13405,2009,0,"B",12908,2008,0,"",
13406,2004,0,"W",11814,2005,0,"",
13406,2005,0,"W",11814,2005,0,"",
13406,2007,0,"W",11814,2005,0,"",
13406,2008,0,"W",11814,2005,0,"",
13407,2005,0,"B",12182,2006,0,"",
13407,2006,0,"B",12182,2006,0,"",
13407,2009,0,"B",12182,2006,0,"",
13408,2004,0,"B",12182,2006,1,"Standard Diploma",17may2009
13408,2005,0,"B",12182,2006,1,"Standard Diploma",17may2009
13408,2006,0,"B",12182,2006,1,"Standard Diploma",17may2009
13408,2007,0,"B",12182,2006,1,"Standard Diploma",17may2009
13408,2008,0,"B",12182,2006,1,"Standard Diploma",17may2009
13408,2009,0,"B",12182,2006,1,"Standard Diploma",17may2009
13409,2008,0,"A",12914,2008,0,"",
13409,2009,0,"A",12914,2008,0,"",
13410,2006,0,"W",11820,,0,"",
13411,2004,0,"W",12186,2006,0,"",
13411,2005,0,"W",12186,2006,0,"",
13411,2006,0,"W",12186,2006,0,"",
13412,2005,0,"W",12917,,0,"",
13412,2006,0,"W",12917,,0,"",
13412,2007,0,"W",12917,,0,"",
13413,2004,0,"W",11822,2005,1,"Standard Diploma",14may2008
13413,2005,0,"W",11822,2005,1,"Standard Diploma",14may2008
13413,2006,0,"W",11822,2005,1,"Standard Diploma",14may2008
13413,2007,0,"W",11822,2005,1,"Standard Diploma",14may2008
13413,2008,0,"W",11822,2005,1,"Standard Diploma",14may2008
13414,2004,0,"B",12553,2007,0,"",
13414,2005,0,"B",12553,2007,0,"",
13414,2006,0,"B",12553,2007,0,"",
13414,2007,0,"B",12553,2007,0,"",
13414,2008,0,"B",12553,2007,0,"",
13415,2004,0,"W",12554,2007,0,"",
13415,2005,0,"W",12554,2007,0,"",
13415,2006,0,"W",12554,2007,0,"",
13415,2007,0,"W",12554,2007,0,"",
13416,2004,0,"B",12555,2007,0,"",
13416,2005,0,"B",12555,2007,0,"",
13416,2006,0,"B",12555,2007,0,"",
13416,2007,0,"B",12555,2007,0,"",
13416,2008,0,"B",12555,2007,0,"",
13416,2009,0,"B",12555,2007,0,"",
13417,2004,0,"B",11826,2005,0,"",
13417,2005,0,"B",11826,2005,0,"",
13417,2006,0,"B",11826,2005,0,"",
13418,2004,0,"W",11827,2005,1,"Standard Diploma",14may2008
13418,2005,0,"W",11827,2005,1,"Standard Diploma",14may2008
13418,2006,0,"W",11827,2005,1,"Standard Diploma",14may2008
13418,2007,0,"W",11827,2005,1,"Standard Diploma",14may2008
13418,2008,0,"W",11827,2005,1,"Standard Diploma",14may2008
13419,2004,0,"B",12195,2006,1,"Standard Diploma",17may2009
13419,2005,0,"B",12195,2006,1,"Standard Diploma",17may2009
13419,2006,0,"B",12195,2006,1,"Standard Diploma",17may2009
13419,2007,0,"B",12195,2006,1,"Standard Diploma",17may2009
13419,2008,0,"B",12195,2006,1,"Standard Diploma",17may2009
13419,2009,0,"B",12195,2006,1,"Standard Diploma",17may2009
13420,2004,0,"W",12561,2007,0,"",
13420,2005,0,"W",12561,2007,0,"",
13420,2006,0,"W",12561,2007,0,"",
13420,2007,0,"W",12561,2007,0,"",
13420,2008,0,"W",12561,2007,0,"",
13420,2009,0,"W",12561,2007,0,"",
13421,2004,0,"B",11831,2005,1,"Standard Diploma",14may2008
13421,2005,0,"B",11831,2005,1,"Standard Diploma",14may2008
13421,2006,0,"B",11831,2005,1,"Standard Diploma",14may2008
13421,2007,0,"B",11831,2005,1,"Standard Diploma",14may2008
13421,2008,0,"B",11831,2005,1,"Standard Diploma",14may2008
13422,2009,0,"B",12928,,0,"",
13423,2005,0,"B",12928,2008,0,"",
13423,2006,0,"B",12928,2008,0,"",
13423,2007,0,"B",12928,2008,0,"",
13423,2008,0,"B",12928,2008,0,"",
13423,2009,0,"B",12928,2008,0,"",
13424,2004,0,"M/O",12564,2007,0,"",
13424,2005,0,"M/O",12564,2007,0,"",
13424,2006,0,"M/O",12564,2007,0,"",
13424,2007,0,"M/O",12564,2007,0,"",
13424,2008,0,"M/O",12564,2007,0,"",
13424,2009,0,"M/O",12564,2007,0,"",
13425,2004,0,"B",11835,2005,1,"Standard Diploma",14may2008
13425,2005,0,"B",11835,2005,1,"Standard Diploma",14may2008
13425,2006,0,"B",11835,2005,1,"Standard Diploma",14may2008
13425,2007,0,"B",11835,2005,1,"Standard Diploma",14may2008
13425,2008,0,"B",11835,2005,1,"Standard Diploma",14may2008
13426,2004,0,"B",12202,2006,0,"",
13426,2005,0,"B",12202,2006,0,"",
13426,2006,0,"B",12202,2006,0,"",
13426,2007,0,"B",12202,2006,0,"",
13427,2004,0,"B",12203,2006,1,"Standard Diploma",17may2009
13427,2005,0,"B",12203,2006,1,"Standard Diploma",17may2009
13427,2006,0,"B",12203,2006,1,"Standard Diploma",17may2009
13427,2007,0,"B",12203,2006,1,"Standard Diploma",17may2009
13427,2008,0,"B",12203,2006,1,"Standard Diploma",17may2009
13427,2009,0,"B",12203,2006,1,"Standard Diploma",17may2009
13428,2006,0,"B",12204,2006,0,"",
13428,2007,0,"B",12204,2006,0,"",
13428,2008,0,"B",12204,2006,0,"",
13429,2004,0,"W",11839,2005,0,"",
13429,2005,0,"W",11839,2005,0,"",
13429,2006,0,"W",11839,2005,0,"",
13430,2005,0,"W",12936,2008,0,"",
13430,2007,0,"W",12936,2008,0,"",
13430,2008,0,"W",12936,2008,0,"",
13431,2007,0,"W",12206,,0,"",
13431,2008,0,"W",12206,,0,"",
13432,2004,0,"B",11842,2005,0,"",
13432,2005,0,"B",11842,2005,0,"",
13432,2006,0,"B",11842,2005,0,"",
13432,2008,0,"B",11842,2005,0,"",
13433,2004,0,"B",11842,2005,0,"",
13433,2005,0,"B",11842,2005,0,"",
13433,2006,0,"B",11842,2005,0,"",
13433,2007,0,"B",11842,2005,0,"",
13434,2004,0,"B",12207,2006,0,"",
13434,2005,0,"B",12207,2006,0,"",
13434,2006,0,"B",12207,2006,0,"",
13434,2008,0,"B",12207,2006,0,"",
13435,2008,0,"W",12574,,0,"",
13435,2009,0,"W",12574,,0,"",
13436,2004,0,"B",11844,2005,0,"",
13436,2005,0,"B",11844,2005,0,"",
13437,2004,0,"B",11846,2005,1,"Standard Diploma",14may2008
13437,2005,0,"B",11846,2005,1,"Standard Diploma",14may2008
13437,2006,0,"B",11846,2005,1,"Standard Diploma",14may2008
